2459433.42558049	14.853	0.042
2459433.42683045	14.754	0.038
2459433.42808042	14.856	0.041
2459433.67679303	14.714	0.04
2459433.678083	14.788	0.046
2459433.67937296	14.806	0.045
2459433.98401419	14.784	0.022
2459433.98529415	14.767	0.022
2459433.98655412	14.804	0.021
2459434.44128067	14.8	0.045
2459434.44267063	14.802	0.05
2459436.73988794	14.603	0.041
2459436.74114791	14.605	0.039
2459436.74238788	14.642	0.041
2459437.66207451	14.665	0.035
2459437.66338448	14.624	0.037
2459437.66468445	14.612	0.035
2459438.62839114	14.48	0.091
2459438.62968111	14.652	99.99
2459438.63097108	14.305	99.99
2459438.81219697	14.557	0.023
2459438.81346694	14.571	0.022
2459438.81475692	14.686	0.023
2459438.96666347	14.561	0.021
2459438.96792344	14.627	0.023
2459438.96918341	14.597	0.021
2459440.6293465	14.677	0.08
2459440.63064648	14.796	0.063
2459440.63195645	14.635	0.056
2459440.65500598	14.659	0.036
2459440.65629595	14.635	0.035
2459440.65757593	14.685	0.036
2459443.62239919	14.741	0.069
2459443.62370917	14.933	0.088
2459443.62500914	14.781	0.069
2459443.65018873	14.711	0.052
2459444.04864218	14.802	0.024
2459444.04990216	14.745	0.023
2459444.05118214	14.792	0.024
2459444.70782129	14.75	0.077
2459444.70906127	14.693	0.072
2459444.71030125	14.882	0.084
2459447.03212806	14.978	0.069
2459447.03339805	14.986	0.063
2459447.03464803	14.902	0.056
2459447.63025038	14.817	0.139
2459447.63151036	14.879	0.141
2459447.63275035	15.197	0.174
2459448.76057764	15.614	0.219
2459448.76181762	15.45	0.183
2459448.76304761	15.444	99.99
2459450.92107779	15.676	99.99
2459450.92231778	14.945	0.094
2459450.92355777	15.224	0.146
2459451.74599166	15.518	0.112
2459451.74722165	15.36	0.098
2459451.74844164	15.057	0.078
2459451.98122022	15.069	0.064
2459451.98249022	15.156	0.081
2459451.98375021	15.29	0.094
2459452.85657505	15.206	0.049
2459452.85782504	15.352	0.051
2459452.85908503	15.183	0.052
2459453.65564107	15.221	0.105
2459453.65689106	15.325	0.107
2459453.65814106	15.364	0.12
2459453.78119065	15.197	0.063
2459453.78241065	15.569	0.078
2459453.78364064	15.29	0.072
2459454.6928774	99.99	99.99
2459454.69412739	99.99	99.99
2459454.69538739	99.99	99.99
2459454.76986724	15.142	0.202
2459454.77110724	15.148	0.174
2459454.77235724	14.984	99.99
2459454.9724368	15.247	0.059
2459454.97369679	15.218	0.051
2459454.97496679	15.324	0.063
2459455.76143512	15.514	0.062
2459455.76267512	15.539	0.066
2459455.76391512	15.335	0.061
2459457.70614468	15.452	0.071
2459457.70736469	15.327	0.058
2459457.70861469	15.514	0.076
2459457.97743517	15.535	0.055
2459457.97870517	15.514	0.053
2459457.97996517	15.355	0.046
2459458.3840456	14.543	99.99
2459458.3852856	15.485	99.99
2459458.3865256	14.974	99.99
2459458.93801716	15.897	0.113
2459458.93922716	15.476	0.078
2459458.94046717	15.667	0.091
2459459.48624858	15.611	0.085
2459459.48749858	15.534	0.073
2459459.48875859	15.364	0.063
2459459.66861933	15.65	0.079
2459459.66985934	15.648	0.078
2459459.67111934	15.723	0.09
2459460.4903927	15.451	0.098
2459460.49164271	15.821	0.125
2459460.49288271	15.547	0.103
2459460.70310388	15.629	0.085
2459460.70434389	15.619	0.08
2459460.7055939	15.551	0.076
2459460.83364465	15.565	0.079
2459460.83488466	15.742	0.1
2459460.83613467	15.595	0.084
2459462.68805652	15.676	0.082
2459462.68928653	15.47	0.072
2459462.69055654	15.524	0.08
2459463.80876607	15.39	0.058
2459463.80999608	15.499	0.064
2459463.8112461	15.693	0.072
2459464.79122572	15.504	0.051
2459464.79245573	15.591	0.058
2459464.79370574	15.752	0.056
2459464.94175736	15.596	0.042
2459464.94302738	15.6	0.045
2459464.94428739	15.602	0.046
2459464.94941745	15.584	0.042
2459464.95066746	15.571	0.045
2459464.95193747	15.644	0.049
2459465.72795607	15.782	0.062
2459465.72919608	15.636	0.052
2459465.7304361	15.679	0.061
2459465.96426897	15.692	0.049
2459465.96553899	15.635	0.045
2459465.966809	15.476	0.041
2459466.37436375	15.522	0.063
2459466.37560377	15.783	0.085
2459466.37684378	15.783	0.081
2459466.80362949	15.606	0.07
2459466.80487951	15.56	0.07
2459466.80612953	15.617	0.066
2459466.95627155	15.708	0.046
2459466.95753157	15.724	0.053
2459466.95880159	15.583	0.046
2459467.39389725	15.398	0.096
2459467.39514726	15.673	0.117
2459467.39639728	15.767	0.122
2459467.81699349	15.744	0.084
2459467.81823351	15.813	0.079
2459467.81947353	15.739	0.082
2459469.42267817	15.732	0.17
2459469.43005829	15.997	0.196
2459469.78071441	15.698	0.047
2459469.78197443	15.7	0.05
2459469.78324445	15.825	0.051
2459471.66942882	15.484	0.088
2459471.67071885	15.85	0.124
2459471.67201888	15.755	0.122
2459471.70124947	16.067	0.177
2459471.7025495	16.019	0.164
2459471.70383952	15.975	0.154
2459472.52065577	15.944	0.215
2459472.5219658	15.926	0.2
2459472.52326583	15.765	0.177
2459472.82076223	15.687	0.063
2459472.82202226	15.771	0.069
2459472.82326229	15.791	0.073
2459472.83592256	15.793	0.074
2459472.83716258	15.71	0.066
2459472.83841261	15.795	0.07
2459472.88532361	15.666	0.073
2459472.88656364	15.782	0.08
2459472.88780366	15.95	0.094
2459473.79877335	15.51	0.112
2459473.80000337	99.99	99.99
2459473.8012634	99.99	99.99
2459473.80253343	99.99	99.99
2459473.80377346	99.99	99.99
2459473.80501349	14.888	99.99
2459473.84793446	15.742	0.08
2459473.84916449	15.68	0.071
2459473.85040452	15.79	0.087
2459473.87471507	15.883	0.08
2459473.8759851	15.751	0.074
2459473.87721512	15.627	0.063
2459475.66198687	15.556	0.119
2459475.6632169	15.722	0.166
2459475.66444693	15.908	0.174
2459476.29262252	14.638	0.189
2459476.29386255	14.884	99.99
2459476.29509258	14.943	99.99
2459476.33927369	15.018	99.99
2459476.34059372	15.113	99.99
2459476.34204376	15.079	99.99
2459478.37141799	14.916	99.99
2459478.37265803	14.929	99.99
2459478.37389806	14.865	99.99
2459479.33907568	15.657	99.99
2459479.34031571	15.465	99.99
2459479.34155575	15.383	99.99
2459479.35433612	15.478	99.99
2459479.35557616	15.455	0.181
2459479.35681619	15.421	99.99
2459480.80786016	15.507	0.102
2459480.8091202	15.924	0.148
2459480.81038024	15.568	0.087
2459480.8540316	15.701	0.157
2459480.85527164	16.003	99.99
2459480.85649168	15.562	0.126
2459481.7258191	14.577	99.99
2459481.72706914	14.199	99.99
2459481.72829918	13.959	99.99
2459482.89672765	16.094	0.157
2459482.93884906	15.813	0.088
2459482.9401191	15.929	0.106
2459482.94139915	15.775	0.091
2459485.90795425	15.802	0.064
2459485.90921429	15.886	0.07
2459485.91046434	15.854	0.074
2459486.80714817	15.733	0.118
2459486.80838822	15.776	0.125
2459486.80963827	15.661	0.144
2459487.82311767	15.959	0.128
2459487.82436772	16.307	0.19
2459487.82560777	15.862	0.115
2459489.38265039	15.85	0.132
2459489.38395044	16.009	0.104
2459489.38519049	15.922	0.129
2459489.52729643	15.878	0.107
2459489.52852649	15.994	0.128
2459489.52976654	15.973	0.123
2459490.25588692	15.988	0.118
2459490.25712697	15.917	0.131
2459490.25836702	16.015	0.134
2459490.30855913	15.829	0.092
2459490.30979918	15.811	0.089
2459490.31103923	16.011	0.105
2459492.29473552	16.113	0.144
2459492.29598558	15.974	0.121
2459492.29721563	15.864	0.096
2459492.3100062	16.003	0.089
2459492.31123625	15.945	0.1
2459492.31246631	16.071	0.104
2459493.75135194	16.036	0.096
2459493.752592	15.832	0.083
2459493.75383206	15.796	0.08
2459493.77019282	15.883	0.077
2459493.77143288	15.766	0.063
2459493.77267294	15.786	0.065
2459494.79284073	15.813	0.091
2459494.79408079	15.842	0.089
2459494.79532085	15.866	0.087
2459494.81169163	15.86	0.077
2459494.81292169	15.911	0.076
2459494.81417175	15.77	0.068
2459495.78868847	16.146	0.122
2459495.78992853	15.875	0.105
2459495.79116859	15.97	0.11
2459495.8036792	15.723	0.075
2459495.80491926	16.003	0.078
2459495.80614932	16.007	0.079
2459496.3889675	16.004	0.141
2459496.39020756	15.963	0.139
2459496.39153763	15.869	0.124
2459496.41185863	16.04	0.111
2459496.41311869	16.075	0.123
2459496.41435875	15.684	0.089
2459497.35531546	15.979	0.14
2459497.35656552	15.964	0.135
2459497.35779559	15.747	0.098
2459499.38579944	15.767	0.206
2459499.3870595	15.833	99.99
2459499.38830957	15.891	99.99
2459499.79833135	15.847	0.089
2459499.79958141	15.958	0.098
2459499.80082148	16.069	0.1
2459500.28375677	99.99	99.99
2459500.28500684	99.99	99.99
2459500.2862769	99.99	99.99
2459501.54475469	16.002	0.208
2459501.54599476	15.908	0.177
2459501.54723483	16.02	99.99
2459501.73409516	16.142	0.111
2459501.73534523	15.91	0.1
2459501.7366153	16.231	0.116
2459503.62694019	16.149	0.127
2459503.62818026	15.977	0.13
2459503.62942033	15.718	0.107
2459503.63438062	15.774	0.115
2459503.63562069	15.874	0.124
2459503.63689076	16.075	0.152
2459504.62442695	15.438	99.99
2459504.62573703	15.582	99.99
2459504.62702711	15.645	99.99
2459505.5213187	15.657	99.99
2459505.52260878	15.481	99.99
2459505.52390886	15.622	99.99
2459506.34237672	15.063	99.99
2459506.34361679	15.163	99.99
2459506.34486686	15.103	99.99
2459507.28809288	15.094	99.99
2459507.28933296	15.153	99.99
2459507.29056303	15.119	99.99
2459508.78787385	15.765	0.104
2459508.78915393	15.966	0.144
2459508.790394	15.631	0.108
2459508.85353786	16.193	0.205
2459508.85477794	15.974	0.172
2459508.85605802	16.014	0.187
2459509.56817168	15.759	0.204
2459509.56941176	15.678	0.201
2459509.57065184	15.722	99.99
2459509.81410704	16.293	99.99
2459509.81536712	16.027	0.207
2459509.8166272	15.901	0.164
2459510.77517703	16.03	99.99
2459510.77643711	16.051	0.201
2459510.77770719	15.977	0.212
2459511.70477576	16.02	0.137
2459511.70600584	15.87	0.129
2459511.70724592	15.898	0.102
2459511.74289821	16.122	0.16
2459511.74415829	16.074	0.168
2459511.74540837	15.852	0.132
2459511.76175941	15.976	0.163
2459511.76299949	15.955	0.171
2459511.76424957	16.334	99.99
2459513.3108687	16.013	0.114
2459513.31211878	15.918	0.092
2459513.31335886	15.906	0.091
2459513.3185492	16.141	0.134
2459513.31977928	15.809	0.115
2459513.32102936	15.865	0.11
2459514.35001656	15.847	0.118
2459514.35125664	15.986	0.129
2459514.35249672	15.852	0.12
2459514.8125873	15.901	0.056
2459514.81384739	15.854	0.051
2459514.81511747	15.999	0.061
2459516.77357828	15.945	0.072
2459516.77483837	15.927	0.091
2459516.77608845	15.793	0.112
2459516.81597115	15.756	0.044
2459516.81723123	15.834	0.053
2459516.81850132	15.945	0.059
2459517.55412108	15.86	0.113
2459517.55541117	16.071	0.136
2459517.55670126	15.897	0.105
2459517.57399245	16.088	0.127
2459517.57530254	16.121	0.111
2459517.57659263	15.94	0.099
2459521.76395389	15.935	0.061
2459521.76521398	15.953	0.059
2459521.76647407	15.825	0.058
2459521.79101581	15.992	0.061
2459521.7922859	16.027	0.061
2459521.79355599	15.882	0.058
2459523.26094045	16.073	0.14
2459523.26217054	15.755	0.099
2459523.26342063	16.106	0.122
2459523.61091582	15.879	0.089
2459523.61215592	16.04	0.098
2459523.61339601	16.078	0.103
2459523.66792997	15.914	0.089
2459523.66918006	15.93	0.093
2459523.67040015	16.197	0.09
2459524.65567142	15.878	0.07
2459524.65692151	15.943	0.069
2459524.6581516	15.988	0.074
2459524.70480501	16.11	0.108
2459524.7060451	15.978	0.097
2459524.70728519	15.823	0.095
2459525.68174624	15.954	0.093
2459525.68298633	16.012	0.088
2459525.68422642	15.884	0.095
2459525.7233493	15.867	0.074
2459525.72459939	15.925	0.076
2459525.72580948	15.896	0.072
2459527.72782708	15.871	0.078
2459527.72906717	15.899	0.074
2459527.73031726	15.97	0.081
2459528.67675771	15.859	0.081
2459528.6779878	15.963	0.078
2459528.6792279	15.815	0.066
2459529.27289205	15.513	99.99
2459529.27413215	15.734	99.99
2459529.27540224	15.664	0.187
2459530.54639803	15.794	0.2
2459530.54763812	15.942	99.99
2459530.54887822	15.704	99.99
2459530.56190921	15.621	0.18
2459530.56313931	15.841	0.201
2459530.5643694	15.841	99.99
2459531.54761384	15.757	99.99
2459531.54885393	15.696	99.99
2459531.67741378	15.992	0.131
2459531.67867387	16.322	0.182
2459531.67991397	16.024	0.137
2459532.50665679	15.225	99.99
2459532.50789688	15.307	99.99
2459532.5288685	15.833	99.99
2459532.5301586	15.809	99.99
2459532.5314387	15.787	99.99
2459535.68241095	15.906	99.99
2459535.68368105	15.77	0.164
2459535.68493115	15.853	99.99
2459535.69560198	15.989	0.182
2459535.69686207	15.871	0.12
2459535.69811217	16.276	0.179
2459537.62750197	15.502	99.99
2459537.62878207	15.343	99.99
2459537.63002216	15.306	99.99
2459537.79161478	16.034	0.191
2459537.79289488	16.009	0.159
2459537.79414498	15.752	0.147
2459538.5170813	15.607	99.99
2459538.5183714	15.594	99.99
2459538.51968151	15.693	99.99
2459539.66605134	15.389	99.99
2459539.66728143	15.338	99.99
2459539.66855153	15.307	99.99
2459541.7555056	15.884	0.049
2459541.7567757	16.003	0.06
2459541.7580358	15.816	0.055
2459541.77844741	16.064	0.081
2459541.77970751	15.878	0.072
2459541.78096761	16.003	0.078
2459542.69030934	15.923	0.123
2459542.69153944	15.959	0.135
2459542.69277954	15.91	0.14
2459543.73780212	15.944	0.059
2459543.73905222	15.799	0.052
2459543.74032232	16.004	0.066
2459544.76885372	16.051	0.063
2459544.77012382	15.833	0.052
2459544.77140392	15.884	0.053

