2459345.86294	16.091	0.148
2459345.86423	16.007	0.132
2459345.86551	15.883	0.11
2459346.90894	16.068	0.103
2459346.91023	15.932	0.105
2459346.91151	15.901	0.093
2459348.01072	15.99	0.072
2459348.01196	16.038	0.077
2459348.01322	15.905	0.066
2459348.02974	15.99	0.067
2459348.03098	16.022	0.071
2459348.03221	16.097	0.072
2459350.01594	15.986	0.066
2459350.01719	15.911	0.058
2459350.01841	15.836	0.056
2459351.85322	16.107	0.118
2459351.85444	15.914	0.103
2459351.85566	16.018	0.12
2459351.8821	15.67	0.091
2459353.08766	15.95	0.057
2459353.08892	15.976	0.058
2459353.09018	15.885	0.056
2459354.0095	15.865	0.064
2459354.01075	15.95	0.068
2459354.01199	15.814	0.063
2459354.99761	15.977	0.066
2459354.99885	15.892	0.059
2459355.00009	15.909	0.052
2459355.86111	15.898	0.109
2459355.86233	16.009	0.125
2459355.86354	15.851	0.125
2459355.86853	15.937	0.122
2459355.86976	15.921	0.109
2459355.87099	15.873	0.099
2459357.87333	15.882	0.081
2459357.87456	16.162	0.122
2459357.8758	15.901	0.105
2459359.92	15.94	0.163
2459359.92124	15.571	0.116
2459359.92248	15.529	0.122
2459360.95979	15.936	0.076
2459360.96103	15.794	0.066
2459360.96228	15.988	0.077
2459361.84693	15.119	99.99
2459361.84817	15.479	99.99
2459361.84945	15.655	99.99
2459361.88862	15.326	99.99
2459361.88984	15.121	99.99
2459361.89107	15.372	99.99
2459363.82054496	15.534	99.99
2459363.82177486	15.499	99.99
2459363.82303477	15.551	99.99
2459364.05525701	15.841	0.114
2459364.05648692	15.853	0.11
2459364.05773682	15.664	0.102
2459366.81390389	15.734	0.169
2459366.8151238	15.995	99.99
2459366.81635371	15.705	0.169
2459366.82518303	15.769	0.17
2459366.82641294	15.997	99.99
2459366.82764284	16.003	99.99
2459366.92851514	16.198	0.206
2459366.92979504	15.657	0.136
2459366.93108494	16.368	99.99
2459367.93496756	15.777	0.167
2459367.93619747	15.861	0.195
2459367.93741737	15.622	0.162
2459369.03740277	15.924	0.068
2459369.03866267	15.867	0.065
2459369.03992258	15.842	0.062
2459370.63438986	15.932	0.117
2459370.63561977	15.595	0.097
2459370.63684967	16.451	0.17
2459371.58507701	15.945	0.122
2459371.58635691	16.001	0.127
2459371.58792679	15.994	0.13
2459371.61426476	15.823	0.088
2459371.61549466	15.853	0.091
2459371.61685456	15.85	0.089
2459373.92394851	15.781	0.079
2459373.92516842	15.904	0.094
2459373.92637832	15.822	0.089
2459374.59238758	16.048	0.123
2459374.95261036	15.952	0.067
2459374.95384026	15.896	0.053
2459374.95509017	15.864	0.054
2459376.02168944	15.908	0.069
2459376.02292935	15.945	0.071
2459376.02418925	15.891	0.067
2459377.00964488	15.805	0.046
2459377.01089478	15.93	0.052
2459377.01215469	15.935	0.05
2459377.54347455	99.99	99.99
2459377.54473446	99.99	99.99
2459377.99903049	15.977	0.069
2459378.0002704	15.752	0.055
2459378.00152031	15.908	0.069
2459378.00662993	15.837	0.06
2459378.00786984	15.879	0.063
2459378.00911974	15.984	0.074
2459378.82417855	15.818	0.078
2459378.82546846	15.984	0.096
2459378.82675836	15.823	0.08
2459380.85562743	99.99	99.99
2459380.85686734	99.99	99.99
2459380.85810725	14.614	99.99
2459380.88094558	16.064	0.112
2459380.88218549	15.931	0.1
2459380.8834154	15.921	0.085
2459382.77963566	15.861	0.108
2459382.78087557	15.899	0.12
2459382.78209548	15.72	0.102
2459383.80609069	15.829	0.111
2459383.8073306	15.758	0.098
2459383.80860051	16.258	0.153
2459383.8518274	15.766	0.081
2459383.85307731	15.921	0.096
2459383.85433721	15.871	0.087
2459383.92250231	16.115	0.107
2459383.92375222	15.808	0.071
2459383.92502213	15.865	0.073
2459384.78736943	15.847	0.15
2459384.78864933	15.979	0.158
2459384.78990924	15.972	0.136
2459384.83547598	15.888	0.108
2459384.83672589	15.872	0.095
2459384.8379558	15.827	0.103
2459384.86187409	15.902	0.108
2459384.863124	15.882	0.105
2459384.86437391	15.795	0.1
2459385.82743441	15.959	0.113
2459385.82867433	15.966	0.104
2459385.82991424	15.896	0.113
2459387.76758579	15.373	99.99
2459387.7688157	15.475	99.99
2459387.77006561	15.64	99.99
2459387.91529543	15.535	0.115
2459387.91655534	15.805	0.131
2459387.91782525	15.604	0.112
2459388.78845365	15.497	99.99
2459388.78968356	15.546	99.99
2459388.79092347	15.476	99.99
2459388.83368049	15.553	99.99
2459388.83491041	15.701	99.99
2459388.83615032	15.575	0.162
2459389.80076265	15.624	99.99
2459389.80200257	15.734	99.99
2459389.80325248	15.694	99.99
2459389.81292181	15.451	99.99
2459389.81418172	15.557	99.99
2459389.81542164	15.575	99.99
2459389.84732943	15.533	99.99
2459389.84855935	15.592	99.99
2459389.84978926	15.428	99.99
2459391.80708361	14.927	99.99
2459391.80831353	14.887	99.99
2459391.80955345	14.989	99.99
2459391.84124129	15.061	99.99
2459391.84247121	14.908	99.99
2459391.84372113	15.004	99.99
2459394.73859469	15.631	0.177
2459394.7399046	15.605	0.201
2459394.74118451	15.886	99.99
2459394.76615286	15.956	99.99
2459394.76744277	15.524	0.121
2459394.76874269	15.756	0.149
2459395.81390314	15.062	0.209
2459395.81520305	15.577	99.99
2459395.81651297	14.908	99.99
2459396.74490171	15.657	0.134
2459396.74621163	15.575	0.119
2459396.74752154	15.768	0.14
2459396.76116066	15.621	0.127
2459396.76241057	16.027	0.203
2459396.76365049	15.563	0.108
2459397.74130667	15.673	0.108
2459397.74261659	15.63	0.11
2459397.74391651	15.644	0.11
2459398.77130019	14.926	99.99
2459398.77260011	14.697	99.99
2459398.77389003	14.703	99.99
2459399.05194241	15.689	0.048
2459399.05321233	15.631	0.045
2459399.05448225	15.655	0.046
2459401.91137235	14.971	0.031
2459401.91264227	14.933	0.031
2459401.91388219	15.014	0.033
2459403.09484978	13.785	0.012
2459403.09610971	13.796	0.012
2459403.09736963	13.831	0.013
2459404.02079369	99.99	99.99
2459404.02205362	99.99	99.99
2459404.93475898	15.648	0.06
2459404.93598891	15.695	0.058
2459404.93721884	15.566	0.054
2459404.95781763	15.776	0.045
2459404.95907756	15.691	0.05
2459404.96033748	15.708	0.048
2459406.479848	15.651	0.1
2459406.48109793	15.87	0.114
2459406.48232785	15.485	0.079
2459407.76869385	15.746	0.074
2459407.76999377	15.755	0.075
2459407.7712837	15.648	0.075
2459409.90734411	15.667	0.059
2459409.90860404	15.702	0.057
2459409.90985397	15.671	0.05
2459410.85011254	15.609	0.049
2459410.85136248	15.702	0.059
2459410.85262241	15.61	0.058
2459411.46706917	15.44	0.063
2459411.4683291	15.759	0.079
2459411.46956903	15.715	0.078
2459411.71043615	15.662	0.089
2459411.71172608	15.664	0.08
2459411.71303601	15.669	0.087
2459413.47004364	15.732	0.084
2459413.47129358	15.586	0.073
2459413.47254351	15.587	0.074
2459413.49310244	15.711	0.106
2459413.49437237	15.612	0.095
2459413.49561231	15.675	0.092
2459415.46533239	99.99	99.99
2459415.46676231	13.603	99.99
2459415.48968116	99.99	99.99
2459415.4909511	99.99	99.99
2459415.49244103	99.99	99.99
2459415.94715873	15.659	0.085
2459415.94840867	15.6	0.086
2459415.94966861	15.496	0.074
2459416.693982	15.789	0.216
2459416.69528194	15.466	0.14
2459416.69658188	15.702	99.99
2459417.72023275	15.589	99.99
2459417.72152269	15.58	0.196
2459417.72281262	15.123	0.126
2459418.68129755	14.805	99.99
2459418.68253749	15.039	99.99
2459418.7960523	15.418	99.99
2459418.79729225	15.282	0.202
2459418.79854219	15.412	99.99
2459420.44028735	15.05	99.99
2459420.44152729	14.917	0.196
2459420.44276724	14.961	99.99
2459420.70959537	15.594	99.99
2459420.71088532	15.204	0.154
2459420.71219526	15.205	0.15
2459422.75910667	15.541	0.174
2459422.76039661	15.379	0.146
2459422.76169656	15.615	0.176
2459423.67376846	15.274	0.049
2459423.67501841	15.342	0.046
2459423.67625836	15.259	0.043
2459423.98112607	15.351	0.064
2459423.98239602	15.506	0.078
2459423.98365597	15.212	0.061
2459424.05467308	15.477	0.082
2459424.05594303	15.294	0.072
2459424.05721298	15.42	0.084
2459424.85143084	15.319	0.067
2459424.85266079	15.317	0.072
2459424.85391074	15.291	0.066
2459424.90477875	15.302	0.097
2459424.9059987	15.127	0.074
2459424.90724865	15.211	0.084
2459425.79111378	15.341	0.101
2459425.79236373	15.375	0.099
2459425.79358368	15.25	0.101
2459426.52980524	15.369	0.108
2459426.53103519	15.167	0.085
2459426.53227515	15.062	0.085
2459426.69174915	15.194	0.055
2459426.6930491	15.211	0.047
2459426.69431906	15.157	0.051
2459427.54867708	15.205	0.119
2459427.55060701	15.161	0.117
2459429.09039186	15.029	0.033
2459429.09166181	15.084	0.036
2459429.09292177	15.054	0.033
2459430.658918	15.077	0.055
2459430.66016796	14.956	0.052
2459430.66141792	14.866	0.046
2459430.88547068	14.94	0.025
2459430.88673064	14.986	0.025
2459430.8879906	14.949	0.027
2459431.78847128	14.88	0.037
2459431.78972124	14.899	0.036
2459431.79096121	14.857	0.036
2459431.861919	14.928	0.028
2459431.86317896	14.916	0.029
2459431.86444892	14.876	0.027
2459432.70796236	14.755	0.041
2459432.70919232	14.912	0.046
2459432.71042229	14.898	0.047
2459432.76507065	14.859	0.049
2459432.76631061	14.831	0.046
2459432.76757058	14.948	0.049
