 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 38 643 10 3 ZTF_g 515450793915 0 2.4739 67.3348 13.1454 26.1988 3.8792e-06 0.0271515 -0.0299487 1.07731e-05 2118 30. 0.044597 0.042793 19.4734 26.1988 2 2458269.9507986 643120139 58.8187787696404 75.7251509484374 0.864033650100873 1.02180183632745 114.963274137977 120.602448449 0.959661763854153 1.09701668098869 0.632244111418845 15.9119998931885 0.0160000007599592 0.690999984741211 -0.0240000002086163 2458228.987153 2458286.940961 0
 39 643 10 3 ZTF_g 515451743915 0 2.2797 67.5436 13.0278 26.2045 3.2235e-06 0.0247975 -0.0278608 8.96446e-06 2119 30. 0.041504 0.041794 19.5557 26.2045 1 2458269.9517477 643120139 100.506884932311 68.9144025351117 1.62233530239299 1.43847045117186 -59.2709101287595 113.367359707215 -0.526342884519218 1.08896916705084 0.632244111418845 15.9119998931885 0.0160000007599592 0.690999984741211 -0.0240000002086163 2458228.987153 2458286.940961 0
 40 643 10 3 ZTF_g 515465653915 0 2.2821 67.9477 13.0915 26.2106 3.5831e-06 0.0260951 -0.0365062 1.00023e-05 2122 30. 0.043759 0.041419 19.5319 26.2106 2 2458269.9656597 643120139 134.705937445893 67.7798751601968 2.21075581017982 1.17817445342468 16.8946043196749 111.880100868481 0.152023374306673 1.08980601260849 0.632244111418845 15.9119998931885 0.0160000007599592 0.690999984741211 -0.0240000002086163 2458228.987153 2458286.940961 0
 41 643 10 3 ZTF_g 515481143915 0 3.0343 70.7968 14.734 26.2613 6.1456e-06 0.0341106 -0.0213794 1.71086e-05 2093 30. 0.052414 0.050283 19.2344 26.2613 2 2458269.9811458 643120139 18.6060031602208 97.3653690692519 0.212570687463417 0.93376642481463 77.7338394181488 140.494809869776 0.557012614000303 1.12906201489187 0.632244111418845 15.9119998931885 0.0160000007599592 0.690999984741211 -0.0240000002086163 2458228.987153 2458286.940961 0
 42 643 10 3 ZTF_g 518401483915 0 1.986 67.2497 10.185 26.2081 2.165e-06 0.0200422 -0.0469311 6.05846e-06 2118 30. 0.039566 0.040036 19.9154 26.2081 1 2458272.9014815 643120139 241.77260476339 50.593125186819 5.31582142850824 1.84868114263648 -74.0974876040779 90.2826721096172 -0.826255323454668 1.06204534657688 0.632244111418845 15.9119998931885 0.0160000007599592 0.690999984741211 -0.0240000002086163 2458228.987153 2458286.940961 0
 43 643 10 3 ZTF_r 518477253915 0 2.417 138.955 10.0899 26.261 1.5466e-06 0.0167352 0.0901215 4.34101e-06 2117 30. 0.039345 0.044538 19.9413 26.261 1 2458272.9772569 643120239 443.049329486076 47.8509341453806 10.2995076434732 4.28313633208507 328.092204471993 79.0283250229211 4.17953846611411 1.07394932798412 0.631026286983205 15.3689998626709 0.017000000923872 0.684000015258789 -0.0430000014603138 2458256.923276 2458283.979062 0
 44 643 10 3 ZTF_i 520360103915 0 2.1536 167.909 10.6648 25.4631 1.8139e-06 0.0241502 0.180572 2.91351e-05 2139 30. 0.042885 0.044015 19.0053 25.4631 2 2458274.8601042 643120339 199.599247134388 46.5972300190179 4.76489789981053 2.14582898066172 -27.7552141123045 84.3354776687502 -0.331321382751808 1.04024386856254 0.619560000001229 15.1519996261597 0.0219999998807907 0.749000012874603 -0.0719999969005585 2458274.860104 2458378.861481 0
 45 643 10 3 ZTF_r 521402983915 0 1.9335 139.657 7.08578 26.2621 8.18e-07 0.012107 0.0814559 2.30096e-06 2097 30. 0.036026 0.035416 20.4126 26.2621 1 2458275.9029861 643120239 100.22032860511 35.5497617123145 3.1359846587766 5.24847842305976 -154.254427266196 61.7935789408542 -2.51309832462508 1.05231694155414 0.631026286983205 15.3689998626709 0.017000000923872 0.684000015258789 -0.0430000014603138 2458256.923276 2458283.979062 0
 46 643 10 3 ZTF_g 521462773915 0 2.2968 71.5049 6.82619 26.2806 1.5664e-06 0.0168327 -0.0566836 4.39569e-06 2091 30. 0.040117 0.037469 20.3972 26.2806 1 2458275.9627778 643120139 77.7468211165029 30.7089732930009 2.81625609836375 1.86726359769712 -79.3289135142162 51.2875237467052 -1.55716619709188 1.07085293827455 0.632244111418845 15.9119998931885 0.0160000007599592 0.690999984741211 -0.0240000002086163 2458228.987153 2458286.940961 0
 47 643 10 3 ZTF_g 523369733915 0 2.3386 62.8765 4.71431 26.1667 1.4991e-06 0.0165043 -0.0865389 4.20677e-06 2131 30. 0.044375 0.042668 20.6148 26.1667 2 2458277.8697338 643120139 94.2129238102847 23.9366502646726 4.37826363253084 3.36550465843049 22.1761841883935 40.200095452138 0.555360424240479 1.05304156964086 0.632244111418845 15.9119998931885 0.0160000007599592 0.690999984741211 -0.0240000002086163 2458228.987153 2458286.940961 0
 48 643 10 3 ZTF_r 523392073915 0 1.8993 133.341 6.14526 26.2321 8.918e-07 0.0127606 0.0766638 2.49492e-06 2126 30. 0.039147 0.043084 20.5366 26.2321 2 2458277.8920718 643120239 -123.61122606521 25.7476673215648 -5.34041277458371 5.33371035330467 123.549098698747 47.7751539725635 2.60347060437102 1.03819516292344 0.631026286983205 15.3689998626709 0.017000000923872 0.684000015258789 -0.0430000014603138 2458256.923276 2458283.979062 0
 49 643 10 3 ZTF_r 523399283915 0 1.7288 135.091 6.36413 26.2195 9.594e-07 0.0132805 0.083494 2.68057e-06 2129 30. 0.046397 0.045386 20.6002 26.2195 2 2458277.8992824 643120239 -378.682914278569 27.4519343611493 -15.3446702475139 14.1899969740699 -186.891284514928 50.3597138022156 -3.73612147217229 1.05071236881193 0.631026286983205 15.3689998626709 0.017000000923872 0.684000015258789 -0.0430000014603138 2458256.923276 2458283.979062 0
