model_id,asteroid_id,lambda,beta,period,number,name,designation,reference_id,bibcode,R,R2
5341,3081,262,89,5.30526,4170.0,Semmelweis,,658,,0.69634,0.821089
5342,3082,337,-39,4.67211,418.0,Alemannia,,658,,0.840636,0.86824
5343,3083,67,-1,19.975,41982.0,,,658,,0.504007,0.667228
5344,3083,254,-33,19.977,41982.0,,,658,,0.492647,0.566167
5345,3084,257,78,17.385,4201.0,Orosz,,658,,0.34896,0.551677
5346,3084,108,60,17.385,4201.0,Orosz,,658,,0.46758,0.758134
5347,3085,126,60,156.42,4207.0,Chernova,,658,,0.440088,0.845686
5348,3085,266,68,156.42,4207.0,Chernova,,658,,0.402688,0.678003
5349,3086,236,-65,12.2527,4209.0,Briggs,,658,,0.552598,0.835681
5350,3086,64,-30,12.253,4209.0,Briggs,,658,,0.544119,0.806691
5351,3087,136,-47,25.504,421.0,Zahringia,,658,,0.669438,0.679182
5352,3087,306,-20,25.503,421.0,Zahringia,,658,,0.636572,0.721364
5353,3088,351,-24,20.0603,424.0,Gratia,,658,,0.611595,0.634983
5354,3088,172,-6,20.06,424.0,Gratia,,658,,0.649917,0.653798
5355,3089,227,-65,16.3411,4250.0,Perun,,658,,0.559811,0.608126
5356,3089,59,-56,16.341,4250.0,Perun,,658,,0.596542,0.683917
5357,3090,297,64,6.16232,4262.0,DeVorkin,,658,,0.356757,0.553479
5358,3090,92,50,6.16229,4262.0,DeVorkin,,658,,0.398983,0.59405
5359,3091,277,38,879.6,42843.0,,,658,,0.34364,0.677871
5360,3091,151,65,883.0,42843.0,,,658,,0.328437,0.597171
5361,3092,235,-65,6.14986,4285.0,Hulkower,,658,,0.487812,0.587616
5362,3093,68,76,10.7444,4318.0,Bata,,658,,0.361186,0.468565
5363,3093,280,52,10.7444,4318.0,Bata,,658,,0.383757,0.512157
5364,3094,327,54,4.73453,4323.0,Hortulus,,658,,0.628677,0.607487
5365,3094,150,47,4.73446,4323.0,Hortulus,,658,,0.647139,0.58411
5366,3095,124,73,26.581,4324.0,Bickel,,658,,0.463348,0.575831
5367,3095,252,65,26.581,4324.0,Bickel,,658,,0.460373,0.603975
5368,3096,66,26,6.51689,4354.0,Euclides,,658,,0.523114,0.707294
5369,3096,242,35,6.51686,4354.0,Euclides,,658,,0.513306,0.713832
5370,3097,259,0,429.8,437.0,Rhodia,,658,,0.874565,0.984979
5371,3098,302,10,12.6191,43750.0,,,658,,0.429044,0.649855
5372,3099,222,-6,7.9244,43795.0,,,658,,0.237715,0.378997
5373,3099,42,0,7.9244,43795.0,,,658,,0.224081,0.371225
5374,3100,19,63,7.7283,4380.0,Geyer,,658,,0.441976,0.655758
5375,3100,224,50,7.7282,4380.0,Geyer,,658,,0.425986,0.654987
5376,3101,213,73,25.191,4381.0,Uenohara,,658,,0.51208,0.703561
5377,3101,29,46,25.191,4381.0,Uenohara,,658,,0.522308,0.729397
5378,3102,231,22,5.0069,43979.0,,,658,,0.489128,0.384485
5379,3102,53,-21,5.0071,43979.0,,,658,,0.498086,0.392303
5380,3103,55,48,4.82257,4409.0,Kissling,,658,,0.572779,0.780865
5381,3103,244,33,4.82257,4409.0,Kissling,,658,,0.56595,0.808875
5382,3104,325,32,11.8765,442.0,Eichsfeldia,,658,,0.746242,0.829508
5383,3104,137,35,11.8764,442.0,Eichsfeldia,,658,,0.780542,0.836767
5384,3105,243,-9,5.24989,4425.0,Bilk,,658,,0.284187,0.473425
5385,3105,65,-6,5.24998,4425.0,Bilk,,658,,0.321433,0.503308
5386,3106,263,-2,101.33,4428.0,Khotinok,,658,,0.380065,0.655749
5387,3106,82,7,101.31,4428.0,Khotinok,,658,,0.361385,0.648935
5388,3107,298,-70,19.7977,443.0,Photographica,,658,,0.827489,0.84176
5389,3107,118,-84,19.7976,443.0,Photographica,,658,,0.821215,0.892022
5390,3108,2,-86,9.8114,4431.0,Holeungholee,,658,,0.476168,0.596824
5391,3108,321,-53,9.8114,4431.0,Holeungholee,,658,,0.50969,0.766754
5392,3109,335,-13,2.86681,4435.0,Holt,,658,,0.815426,0.762303
5393,3109,152,12,2.86684,4435.0,Holt,,658,,0.837691,0.790923
5394,3110,58,15,6.21516,444.0,Gyptis,,658,,0.80237,0.742738
5395,3110,234,38,6.21513,444.0,Gyptis,,658,,0.773867,0.716305
5396,3111,160,-79,4.72459,4453.0,Bornholm,,658,,0.431541,0.511038
5397,3112,197,-50,4.30829,4455.0,Ruriko,,658,,0.468308,0.543405
5398,3112,6,-30,4.30827,4455.0,Ruriko,,658,,0.467347,0.580587
5399,3113,17,82,8.0661,448.0,Natalie,,658,,0.862717,0.883557
5400,3114,67,13,18.0389,449.0,Hamburga,,658,,0.770809,0.65161
5401,3114,251,16,18.0386,449.0,Hamburga,,658,,0.76349,0.656101
5402,3115,196,-77,4.76386,4502.0,Elizabethann,,658,,0.622137,0.430955
5403,3116,116,80,5.51011,4506.0,Hendrie,,658,,0.364144,0.589694
5404,3116,310,74,5.5101,4506.0,Hendrie,,658,,0.405393,0.703427
5405,3117,55,-58,3.83701,4511.0,Rembrandt,,658,,0.425098,0.57241
5406,3118,234,-80,6.08011,4515.0,Khrennikov,,658,,0.503377,0.772848
5407,3119,349,51,4.73457,4520.0,Dovzhenko,,658,,0.383301,0.676345
5408,3119,161,67,4.73456,4520.0,Dovzhenko,,658,,0.334433,0.587556
5409,3120,197,16,6.81025,453.0,Tea,,658,,0.703127,0.661415
5410,3120,11,28,6.81025,453.0,Tea,,658,,0.69878,0.624791
5411,3121,310,-69,272.7,4532.0,Copland,,658,,0.689511,0.801151
5412,3122,309,42,10.8856,4535.0,Adamcarolla,,658,,0.572203,0.716669
5413,3122,113,38,10.8857,4535.0,Adamcarolla,,658,,0.546218,0.708847
5414,3123,147,55,8.3777,454.0,Mathesis,,658,,0.612393,0.631717
5415,3123,321,28,8.3778,454.0,Mathesis,,658,,0.647855,0.726053
5416,3124,194,76,17.2347,4557.0,Mika,,658,,0.646596,0.800106
5417,3125,58,56,18.2791,456.0,Abnoba,,658,,0.651167,0.677857
5418,3126,119,-61,16.3825,4566.0,Chaokuangpiu,,658,,0.674428,0.766558
5419,3126,314,-44,16.3823,4566.0,Chaokuangpiu,,658,,0.612463,0.697023
5420,3127,112,-73,7.02738,4574.0,Yoshinaka,,658,,0.400265,0.793141
5421,3127,329,-67,7.02732,4574.0,Yoshinaka,,658,,0.375523,0.599525
5422,3128,235,-66,5.83275,4577.0,Chikako,,658,,0.500508,0.587303
5423,3129,86,72,5.99686,4593.0,Reipurth,,658,,0.386822,0.833241
5424,3129,276,54,5.99686,4593.0,Reipurth,,658,,0.348536,0.809069
5425,3130,251,59,163.84,460.0,Scania,,658,,0.776137,0.924746
5426,3130,43,65,163.84,460.0,Scania,,658,,0.705286,0.755246
5427,3131,195,-72,7.3469,461.0,Saskia,,658,,0.737621,0.881872
5428,3131,11,-70,7.3469,461.0,Saskia,,658,,0.736867,0.903979
5429,3132,231,-3,9.0083,4628.0,Laplace,,658,,0.554414,0.647944
5430,3132,53,14,9.0083,4628.0,Laplace,,658,,0.566194,0.671458
5431,3133,64,-74,5.20734,46456.0,,,658,,0.368871,0.522212
5432,3133,258,-31,5.20735,46456.0,,,658,,0.470229,0.667127
5433,3134,164,34,9.6237,4655.0,Marjoriika,,658,,0.355431,0.554529
5434,3134,341,31,9.6237,4655.0,Marjoriika,,658,,0.370648,0.574986
5435,3135,252,48,10.5248,46616.0,,,658,,0.419317,0.694607
5436,3135,109,43,10.5248,46616.0,,,658,,0.442806,0.723853
5437,3136,269,34,6.5049,4668.0,Rayjay,,658,,0.564856,0.805118
5438,3136,103,43,6.5049,4668.0,Rayjay,,658,,0.588704,0.854055
5439,3137,196,44,295.0,470.0,Kilia,,658,,0.869531,1.003387
5440,3138,13,54,5.19936,4713.0,Steel,,658,,0.669265,0.622079
5441,3139,222,32,12.8059,4717.0,Kaneko,,658,,0.227799,0.42749
5442,3139,31,23,12.8056,4717.0,Kaneko,,658,,0.219938,0.476934
5443,3140,118,50,9.7965,472.0,Roma,,658,,0.682775,0.813527
5444,3141,55,-85,5.91299,4724.0,Brocken,,658,,0.339117,0.500761
5445,3141,184,-62,5.91297,4724.0,Brocken,,658,,0.505653,0.888381
5446,3142,49,53,3.07843,473.0,Nolli,,658,,0.821983,0.808904
5447,3143,316,68,6.00057,4732.0,Froeschle,,658,,0.731885,0.817012
5448,3143,130,22,6.00058,4732.0,Froeschle,,658,,0.721178,0.897023
5449,3144,66,25,4.00938,4744.0,Rovereto,,658,,0.537423,0.717696
5450,3144,246,8,4.00934,4744.0,Rovereto,,658,,0.520493,0.738737
5451,3145,215,-34,8.1771,4749.0,Ledzeppelin,,658,,0.576331,0.70303
5452,3145,55,-60,8.1772,4749.0,Ledzeppelin,,658,,0.566933,0.694279
5453,3146,90,4,5.6839,47911.0,,,658,,0.304906,0.286362
5454,3146,266,-17,5.6839,47911.0,,,658,,0.317642,0.366835
5455,3147,233,13,432.9,48006.0,,,658,,0.310458,0.481742
5456,3147,58,7,432.8,48006.0,,,658,,0.341443,0.428247
5457,3148,62,52,8.8961,4808.0,Ballaero,,658,,0.502284,0.66457
5458,3148,232,28,8.896,4808.0,Ballaero,,658,,0.545736,0.675771
5459,3149,206,81,5.55332,48154.0,,,658,,0.46496,0.764814
5460,3149,14,57,5.55333,48154.0,,,658,,0.369689,0.553213
5461,3150,248,-67,3.72744,4820.0,Fay,,658,,0.480127,0.744528
5462,3150,67,-40,3.72743,4820.0,Fay,,658,,0.478293,0.775751
5463,3151,300,3,15.0043,4826.0,Wilhelms,,658,,0.272487,0.544349
5464,3152,322,-50,17.6191,485.0,Genua,,658,,0.504215,0.43274
5465,3153,318,-82,8.6142,4863.0,Yasutani,,658,,0.523558,0.527479
5466,3154,51,30,5.05021,4909.0,Couteau,,658,,0.427694,0.636557
5467,3154,255,45,5.05027,4909.0,Couteau,,658,,0.404272,0.644488
5468,3155,308,-47,3.60405,4912.0,Emilhaury,,658,,0.41311,0.70643
5469,3155,132,-56,3.60405,4912.0,Emilhaury,,658,,0.406756,0.688656
5470,3156,203,-38,6.48746,492.0,Gismonda,,658,,0.915429,0.891194
5471,3156,25,-36,6.48741,492.0,Gismonda,,658,,0.921495,0.898694
5472,3157,156,21,45.26,4929.0,Yamatai,,658,,0.424966,0.845662
5473,3157,337,15,45.259,4929.0,Yamatai,,658,,0.434637,0.831335
5474,3158,83,-71,6.9622,4975.0,Dohmoto,,658,,0.343368,0.586724
5475,3158,266,-36,6.9622,4975.0,Dohmoto,,658,,0.384553,0.630852
5476,3159,200,-54,4.62853,4981.0,Sinyavskaya,,658,,0.481571,0.730297
5477,3159,24,-64,4.62852,4981.0,Sinyavskaya,,658,,0.430314,0.612055
5478,3160,280,-49,5.8738,49879.0,,,658,,0.327733,0.436558
5479,3160,101,-55,5.87378,49879.0,,,658,,0.392472,0.551252
5480,3161,136,-56,8.0117,500.0,Selinur,,658,,0.89983,0.866344
5481,3162,250,-57,5.46212,50171.0,,,658,,0.364624,0.530457
5482,3162,111,-55,5.46211,50171.0,,,658,,0.426745,0.587135
5483,3163,246,-64,38.779,503.0,Evelyn,,658,,0.717932,0.830937
5484,3163,89,-56,38.779,503.0,Evelyn,,658,,0.816214,0.997915
5485,3164,62,46,123.76,5056.0,Rahua,,658,,0.242097,0.512791
5486,3164,258,43,123.75,5056.0,Rahua,,658,,0.251216,0.369305
5487,3165,128,-72,13.9648,5065.0,Johnstone,,658,,0.299567,0.62345
5488,3165,2,-85,13.9648,5065.0,Johnstone,,658,,0.386706,0.682902
5489,3166,279,47,3.66329,5069.0,Tokeidai,,658,,0.615902,0.784708
5490,3166,98,34,3.66329,5069.0,Tokeidai,,658,,0.649609,0.83999
5491,3167,115,-40,4.70656,507.0,Laodica,,658,,0.58772,0.68536
5492,3167,309,-30,4.70656,507.0,Laodica,,658,,0.615212,0.688588
5493,3168,1,65,3.05561,5083.0,Irinara,,658,,0.647811,0.676151
5494,3169,30,57,3.05458,5096.0,Luzin,,658,,0.68436,0.75149
5495,3169,216,28,3.05459,5096.0,Luzin,,658,,0.660893,0.794756
5496,3170,57,32,5.0102,51092.0,,,658,,0.595346,0.73335
5497,3170,255,72,5.0102,51092.0,,,658,,0.588244,0.726242
5498,3171,276,61,3.63759,5129.0,Groom,,658,,0.700644,0.64037
5499,3172,100,-68,3.25584,5139.0,Rumoi,,658,,0.54056,0.683926
5500,3173,7,86,5.19522,5150.0,Fellini,,658,,0.491799,0.497221
5501,3173,257,73,5.19522,5150.0,Fellini,,658,,0.657811,0.854821
5502,3174,97,1,9.2744,517.0,Edith,,658,,0.869105,0.89628
5503,3174,277,0,9.2744,517.0,Edith,,658,,0.862326,0.896097
5504,3175,278,-76,9.6702,51917.0,,,658,,0.629881,0.802408
5505,3176,280,-12,9.7385,5222.0,Ioffe,,658,,0.736875,0.773564
5506,3176,54,-52,9.7385,5222.0,Ioffe,,658,,0.771417,0.885159
5507,3177,6,-66,5.67526,5240.0,Kwasan,,658,,0.722044,0.906704
5508,3178,310,25,16.408,5262.0,Brucegoldberg,,658,,0.643012,0.727897
5509,3178,106,34,16.4084,5262.0,Brucegoldberg,,658,,0.628352,0.758027
5510,3179,323,-4,4.25749,52748.0,,,658,,0.346653,0.528716
5511,3180,77,34,15.7333,5287.0,Heishu,,658,,0.478461,0.633476
5512,3180,259,37,15.7332,5287.0,Heishu,,658,,0.494779,0.682363
5513,3181,34,39,11.2298,5290.0,Langevin,,658,,0.443385,0.643774
5514,3181,195,45,11.2298,5290.0,Langevin,,658,,0.462478,0.62354
5515,3182,205,-39,7.1019,5296.0,Friedrich,,658,,0.282402,0.483899
5516,3182,26,-43,7.102,5296.0,Friedrich,,658,,0.305553,0.519826
5517,3183,136,52,5.34193,5307.0,Paul-Andre,,658,,0.414988,0.517844
5518,3183,318,39,5.34192,5307.0,Paul-Andre,,658,,0.400151,0.505572
5519,3184,76,15,93.46,53213.0,,,658,,0.320457,0.525003
5520,3184,267,46,93.46,53213.0,,,658,,0.339445,0.566729
5521,3185,86,-45,6.8523,53402.0,,,658,,0.384965,0.616626
5522,3185,232,-53,6.8523,53402.0,,,658,,0.397262,0.58552
5523,3186,314,-9,10.5076,5359.0,Markzakharov,,658,,0.543517,0.649226
5524,3186,134,-9,10.5077,5359.0,Markzakharov,,658,,0.538342,0.631255
5525,3187,2,31,8.7905,536.0,Merapi,,658,,0.922585,1.029735
5526,3188,118,83,8.654,5360.0,Rozhdestvenskij,,658,,0.527326,0.574666
5527,3189,154,78,6.75887,5374.0,Hokutosei,,658,,0.734637,0.922277
5528,3190,6,-80,41.144,5399.0,Awa,,658,,0.445118,0.54212
5529,3190,173,-77,41.145,5399.0,Awa,,658,,0.362424,0.711114
5530,3191,262,-75,3.55534,5406.0,Jonjoseph,,658,,0.653422,0.795553
5531,3192,13,-83,5.81109,5427.0,Jensmartin,,658,,0.593533,0.655609
5532,3193,259,-9,5.39869,54419.0,,,658,,0.690676,0.833495
5533,3193,87,-20,5.39866,54419.0,,,658,,0.656222,0.821419
5534,3194,105,10,5.29059,54445.0,,,658,,0.284416,0.406613
5535,3194,290,37,5.29059,54445.0,,,658,,0.258176,0.474004
5536,3195,312,47,7.4013,545.0,Messalina,,658,,0.760034,0.766877
5537,3195,156,46,7.4013,545.0,Messalina,,658,,0.804807,0.843021
5538,3196,200,-66,5.53368,54671.0,,,658,,0.340517,0.343333
5539,3197,8,-78,37.615,54789.0,,,658,,0.53867,0.832542
5540,3198,8,-88,46.284,5497.0,Sararussell,,658,,0.542214,0.63863
5541,3199,116,-54,8.8029,5508.0,Gomyou,,658,,0.661206,0.692543
5542,3199,292,-67,8.803,5508.0,Gomyou,,658,,0.690734,0.743642
5543,3200,248,30,4.81954,5513.0,Yukio,,658,,0.540541,0.797439
5544,3200,70,25,4.81951,5513.0,Yukio,,658,,0.497438,0.727381
5545,3201,68,-57,108.37,5518.0,Mariobotta,,658,,0.614168,0.840365
5546,3201,234,-44,108.36,5518.0,Mariobotta,,658,,0.614222,0.823799
5547,3202,254,67,4.66274,5574.0,Seagrave,,658,,0.603397,0.534851
5548,3203,93,-14,29.919,560.0,Delila,,658,,0.728502,0.78032
5549,3203,273,-3,29.92,560.0,Delila,,658,,0.744725,0.799774
5550,3204,206,-79,470.4,5608.0,Olmos,,658,,0.382735,0.582582
5551,3205,128,-48,3.67817,5622.0,,,658,,0.504456,0.731126
5552,3205,322,-34,3.67817,5622.0,,,658,,0.521292,0.750404
5553,3206,251,-48,5.62998,563.0,Suleika,,658,,0.676979,0.560651
5554,3207,302,-38,7.21007,5633.0,,,658,,0.594484,0.800672
5555,3207,120,-52,7.21003,5633.0,,,658,,0.58301,0.728022
5556,3208,50,-9,33.856,56351.0,,,658,,0.442902,0.593274
5557,3209,66,-89,154.87,5687.0,Yamamotoshinobu,,658,,0.411357,0.767072
5558,3210,354,-67,106.44,5691.0,Fredwatson,,658,,0.354739,0.827459
5559,3211,265,65,3.98454,56954.0,,,658,,0.429896,0.585163
5560,3211,80,37,3.98456,56954.0,,,658,,0.454404,0.631347
5561,3212,286,43,4.83448,5701.0,Baltuck,,658,,0.528486,0.739983
5562,3212,101,54,4.83446,5701.0,Baltuck,,658,,0.526308,0.740871
5563,3213,260,-54,3.94832,5712.0,Funke,,658,,0.535211,0.758844
5564,3213,62,-78,3.94831,5712.0,Funke,,658,,0.558184,0.733332
5565,3214,98,48,14.8666,57183.0,,,658,,0.409327,0.399466
5566,3214,284,53,14.8663,57183.0,,,658,,0.475009,0.539665
5567,3215,60,53,7.6606,5721.0,,,658,,0.440563,0.589235
5568,3215,224,58,7.6606,5721.0,,,658,,0.46728,0.655894
5569,3216,48,-74,4.57384,5741.0,Akanemaruta,,658,,0.366658,0.832937
5570,3216,228,-73,4.57386,5741.0,Akanemaruta,,658,,0.312214,0.656226
5571,3217,272,-87,9.4321,5742.0,,,658,,0.470605,0.866566
5572,3217,152,-59,9.4321,5742.0,,,658,,0.523295,0.784703
5573,3218,154,28,84.05,5752.0,,,658,,0.32208,0.59357
5574,3218,333,52,84.05,5752.0,,,658,,0.397568,0.689149
5575,3219,5,37,20.3691,576.0,Emanuela,,658,,0.792831,0.851988
5576,3219,182,24,20.3684,576.0,Emanuela,,658,,0.768995,0.812078
5577,3220,60,-82,9.226,5771.0,Somerville,,658,,0.535101,0.723961
5578,3221,296,-35,13.6814,57743.0,,,658,,0.332262,0.546023
5579,3221,95,-19,13.6816,57743.0,,,658,,0.407517,0.631976
5580,3222,309,-43,4.83247,5775.0,Inuyama,,658,,0.498022,0.756951
5581,3222,138,-66,4.83248,5775.0,Inuyama,,658,,0.535048,0.821646
5582,3223,48,57,11.0453,5784.0,Yoron,,658,,0.529235,0.729733
5583,3223,206,34,11.0453,5784.0,Yoron,,658,,0.511925,0.763633
5584,3224,90,23,16.2804,579.0,Sidonia,,658,,0.811135,0.769378
5585,3225,249,-39,6.59007,5792.0,Unstrut,,658,,0.481468,0.749359
5586,3225,81,-46,6.59007,5792.0,Unstrut,,658,,0.47458,0.692558
5587,3226,252,-80,7.4825,5798.0,Burnett,,658,,0.456237,0.590913
5588,3227,150,40,9.2136,583.0,Klotilde,,658,,0.870564,0.920242
5589,3227,327,54,9.2135,583.0,Klotilde,,658,,0.872456,0.907296
5590,3228,87,-2,184.66,5842.0,Cancelli,,658,,0.369077,0.696451
5591,3228,268,-16,184.66,5842.0,Cancelli,,658,,0.429968,0.756012
5592,3229,322,-31,8.5753,585.0,Bilkis,,658,,0.637552,0.693233
5593,3230,28,45,7.5566,5858.0,Borovitskia,,658,,0.47225,0.571405
5594,3230,197,36,7.5566,5858.0,Borovitskia,,658,,0.481844,0.578317
5595,3231,167,-60,2.88946,587.0,Hypsipyle,,658,,0.730168,0.67945
5596,3232,94,48,7.3451,591.0,Irmgard,,658,,0.778925,0.863112
5597,3232,272,17,7.3451,591.0,Irmgard,,658,,0.713154,0.773104
5598,3233,340,-46,7.747,592.0,Bathseba,,658,,0.674831,0.738361
5599,3233,184,-40,7.747,592.0,Bathseba,,658,,0.716066,0.716301
5600,3234,175,58,9.8978,593.0,Titania,,658,,0.81034,0.894242
5601,3235,208,-79,4.96929,594.0,Mireille,,658,,0.625186,0.567573
5602,3236,108,-75,4.51254,5952.0,Davemonet,,658,,0.428557,0.618134
5603,3236,351,-73,4.51254,5952.0,Davemonet,,658,,0.504165,0.639861
5604,3237,78,-19,2.80384,5958.0,Barrande,,658,,0.794348,0.869372
5605,3237,260,-28,2.80384,5958.0,Barrande,,658,,0.78037,0.848048
5606,3238,355,-20,7.6644,597.0,Bandusia,,658,,0.703144,0.801933
5607,3238,166,2,7.6646,597.0,Bandusia,,658,,0.713967,0.832701
5608,3239,222,-8,10.8912,598.0,Octavia,,658,,0.713401,0.839472
5609,3240,44,47,4.87092,5984.0,Lysippus,,658,,0.41384,0.613813
5610,3240,237,58,4.87093,5984.0,Lysippus,,658,,0.428031,0.616586
5611,3241,233,-60,5.3934,5999.0,Plescia,,658,,0.469861,0.568679
5612,3242,223,72,330.2,603.0,Timandra,,658,,0.49966,0.680177
5613,3243,158,74,5.55926,604.0,Tekmessa,,658,,0.65952,0.873584
5614,3243,305,62,5.55925,604.0,Tekmessa,,658,,0.662106,0.898041
5615,3244,120,72,87.87,6067.0,,,658,,0.589179,0.726045
5616,3245,200,-45,5.89588,6073.0,,,658,,0.443769,0.667624
5617,3245,359,-29,5.89591,6073.0,,,658,,0.503548,0.6972
5618,3246,56,50,35.38,609.0,Fulvia,,658,,0.771721,0.738264
5619,3246,234,59,35.379,609.0,Fulvia,,658,,0.760458,0.733687
5620,3247,200,-10,6.97893,611.0,Valeria,,658,,0.874806,0.869635
5621,3247,15,-15,6.97888,611.0,Valeria,,658,,0.852901,0.884795
5622,3248,228,-40,94.1,6132.0,Danielson,,658,,0.561025,0.724841
5623,3248,49,-31,94.1,6132.0,Danielson,,658,,0.568017,0.74056
5624,3249,323,25,14.7952,618.0,Elfriede,,658,,0.909789,0.898359
5625,3249,113,54,14.7955,618.0,Elfriede,,658,,0.889034,0.863958
5626,3250,250,-55,5.60413,6184.0,Nordlund,,658,,0.560438,0.768739
5627,3250,88,-46,5.60414,6184.0,Nordlund,,658,,0.567293,0.789698
5628,3251,335,44,9.1167,6212.0,Franzthaler,,658,,0.435923,0.552262
5629,3252,280,-40,7.8116,6237.0,Chikushi,,658,,0.773607,0.873373
5630,3252,102,-37,7.8117,6237.0,Chikushi,,658,,0.755236,0.825156
5631,3253,58,35,10.8149,6238.0,,,658,,0.417917,0.557609
5632,3253,252,46,10.8149,6238.0,,,658,,0.432584,0.606229
5633,3254,216,87,3.27491,6246.0,Komurotoru,,658,,0.676928,0.750755
5634,3255,267,-11,30.825,6296.0,Cleveland,,658,,0.482289,0.616208
5635,3256,280,42,11.7873,635.0,Vundtia,,658,,0.878596,0.931898
5636,3256,95,24,11.7874,635.0,Vundtia,,658,,0.857268,0.913265
5637,3257,74,49,9.1119,6361.0,Koppel,,658,,0.417315,0.493852
5638,3257,268,36,9.1118,6361.0,Koppel,,658,,0.522947,0.648222
5639,3258,280,68,34.94,6362.0,Tunis,,658,,0.595719,0.936826
5640,3259,327,10,9.8748,638.0,Moira,,658,,0.725955,0.762542
5641,3259,144,22,9.8747,638.0,Moira,,658,,0.694046,0.805965
5642,3260,1,27,10.9589,6399.0,Harada,,658,,0.349699,0.713881
5643,3260,190,33,10.9589,6399.0,Harada,,658,,0.285945,0.61681
5644,3261,303,40,7.77,640.0,Brambilla,,658,,0.685303,0.717395
5645,3261,127,12,7.7701,640.0,Brambilla,,658,,0.643221,0.708748
5646,3262,230,75,5.11253,6415.0,,,658,,0.485102,0.497526
5647,3263,254,41,88.24,6436.0,Coco,,658,,0.678041,0.724907
5648,3263,67,23,88.26,6436.0,Coco,,658,,0.725699,0.800221
5649,3264,162,58,53.399,645.0,Agrippina,,658,,0.74743,0.553125
5650,3265,58,36,37.568,6477.0,,,658,,0.407451,0.743856
5651,3265,255,64,37.566,6477.0,,,658,,0.418258,0.64006
5652,3266,142,-54,6.00454,6499.0,Michiko,,658,,0.487873,0.79385
5653,3266,346,-78,6.00455,6499.0,Michiko,,658,,0.482803,0.776126
5654,3267,237,86,7.0331,656.0,Beagle,,658,,0.298555,0.429601
5655,3268,39,-10,123.27,65663.0,,,658,,0.286664,0.461565
5656,3268,215,-50,123.27,65663.0,,,658,,0.313686,0.373896
5657,3269,265,-84,6.63468,6581.0,Sobers,,658,,0.395079,0.582027
5658,3269,71,-70,6.63467,6581.0,Sobers,,658,,0.468672,0.745509
5659,3270,100,-28,11.3096,6607.0,Matsushima,,658,,0.466128,0.723304
5660,3270,276,-24,11.3098,6607.0,Matsushima,,658,,0.476789,0.738082
5661,3271,229,31,10.2536,663.0,Gerlinde,,658,,0.756273,0.796229
5662,3272,67,26,59.848,6639.0,Marchis,,658,,0.561842,0.894015
5663,3272,249,26,59.848,6639.0,Marchis,,658,,0.544953,0.868114
5664,3273,140,54,19.3002,664.0,Judith,,658,,0.786947,0.826038
5665,3273,343,68,19.3007,664.0,Judith,,658,,0.763012,0.894767
5666,3274,40,-86,12.6848,667.0,Denise,,658,,0.839775,0.801084
5667,3275,94,-31,14.0056,6683.0,Karachentsov,,658,,0.637623,0.897394
5668,3276,117,42,15.8504,67.0,Asia,,658,,0.673015,0.696487
5669,3276,286,50,15.8515,67.0,Asia,,658,,0.759963,0.792305
5670,3277,254,-36,6.82885,6709.0,Hiromiyuki,,658,,0.281477,0.44898
5671,3277,78,-40,6.82885,6709.0,Hiromiyuki,,658,,0.291681,0.444729
5672,3278,63,23,2.65109,6714.0,Montreal,,658,,0.750262,0.784457
5673,3278,257,45,2.65109,6714.0,Montreal,,658,,0.753099,0.782499
5674,3279,150,53,11.3583,6733.0,,,658,,0.483899,0.701368
5675,3279,330,71,11.3584,6733.0,,,658,,0.493059,0.703211
5676,3280,187,-36,30.975,674.0,Rachele,,658,,0.746191,0.651004
5677,3281,141,17,7.6487,67496.0,,,658,,0.203956,0.453019
5678,3281,317,49,7.6487,67496.0,,,658,,0.242743,0.607759
5679,3282,101,-1,7.7525,67564.0,,,658,,0.241327,0.521799
5680,3283,64,-74,16.7412,676.0,Melitta,,658,,0.855978,0.832332
5681,3283,236,-26,16.7412,676.0,Melitta,,658,,0.889342,0.944917
5682,3284,242,43,11.0903,680.0,Genoveva,,658,,0.794975,0.861584
5683,3284,66,50,11.0906,680.0,Genoveva,,658,,0.842999,0.972411
5684,3285,336,30,6.16556,6801.0,Strekov,,658,,0.449655,0.655989
5685,3285,160,42,6.16556,6801.0,Strekov,,658,,0.451122,0.635463
5686,3286,273,-63,165.7,6833.0,,,658,,0.396893,0.707747
5687,3286,9,-82,165.7,6833.0,,,658,,0.338963,0.628244
5688,3287,346,-46,11.9211,684.0,Hildburg,,658,,0.653965,0.627812
5689,3287,154,-46,11.9214,684.0,Hildburg,,658,,0.639658,0.618485
5690,3288,182,-57,4.48752,6870.0,Pauldavies,,658,,0.453189,0.683095
5691,3289,133,61,5.06522,6921.0,Janejacobs,,658,,0.219378,0.511841
5692,3289,326,43,5.0652,6921.0,Janejacobs,,658,,0.229481,0.472836
5693,3290,347,48,16.3088,6972.0,Helvetius,,658,,0.620391,0.794334
5694,3290,139,26,16.3085,6972.0,Helvetius,,658,,0.503961,0.805975
5695,3291,73,-5,279.8,70178.0,,,658,,0.307965,0.304906
5696,3291,254,14,279.9,70178.0,,,658,,0.301771,0.297683
5697,3292,179,17,10.8169,7023.0,Heiankyo,,658,,0.570351,0.821567
5698,3292,0,5,10.8168,7023.0,Heiankyo,,658,,0.581573,0.818338
5699,3293,261,11,5.2333,70329.0,,,658,,0.370148,0.41496
