model_id,asteroid_id,lambda,beta,period,number,name,designation,reference_id,bibcode,R,R2
101,101,35,-12,7.81323,2.0,Pallas,,106,2003icar..164..346t,0.910761,0.909266
106,104,340,42,7.274471,6.0,Hebe,,106,2003icar..164..346t,0.912084,0.874405
110,106,335,-5,12.86667,8.0,Flora,,106,2003icar..164..346t,0.910328,0.898977
111,107,180,22,5.079176,9.0,Metis,,106,2003icar..164..346t,0.677687,0.654934
117,111,98,57,7.443224,19.0,Fortuna,,106,2003icar..164..346t,0.789062,0.85864
120,113,54,-7,8.168269,21.0,Lutetia,,106,2003icar..164..346t,0.732487,0.735678
122,115,159,-45,12.31241,23.0,Thalia,,106,2003icar..164..346t,0.807666,0.745391
123,115,343,-69,12.31241,23.0,Thalia,,106,2003icar..164..346t,0.852359,0.848244
139,127,223,18,4.804043,55.0,Pandora,,106,2003icar..164..346t,0.746899,0.83397
140,128,120,-15,9.29759,63.0,Ausonia,,106,2003icar..164..346t,0.422592,0.640681
149,133,72,60,6.04131,88.0,Thisbe,,106,2003icar..164..346t,0.838541,0.788916
151,134,73,54,4.843928,107.0,Camilla,,106,2003icar..164..346t,0.631152,0.764735
159,139,207,58,4.957154,129.0,Antigone,,106,2003icar..164..346t,0.777514,0.910432
162,142,272,52,8.4006,135.0,Hertha,,106,2003icar..164..346t,0.717333,0.577169
180,152,84,-15,3.747455,201.0,Penelope,,106,2003icar..164..346t,0.607499,0.732431
185,155,74,27,23.9845,230.0,Athamantis,,106,2003icar..164..346t,0.8569,0.989702
186,155,237,29,23.9845,230.0,Athamantis,,106,2003icar..164..346t,0.862595,1.005661
187,156,100,17,5.05442,250.0,Bettina,,106,2003icar..164..346t,0.717487,0.817372
204,164,322,18,4.701204,349.0,Dembowska,,106,2003icar..164..346t,0.678467,0.724144
219,174,297,26,5.129363,511.0,Davida,,106,2003icar..164..346t,0.71757,0.711095
227,179,75,-69,5.06893,584.0,Semiramis,,106,2003icar..164..346t,0.741534,0.715958
236,185,49,74,7.715486,675.0,Ludmilla,,106,2003icar..164..346t,0.623223,0.563162
237,185,196,49,7.715487,675.0,Ludmilla,,106,2003icar..164..346t,0.644965,0.662822
241,188,266,51,5.92193,694.0,Ekard,,106,2003icar..164..346t,0.642814,0.713072
101,101,35,-12,7.81323,2.0,Pallas,,139,2011icar..214..652d,0.910761,0.909266
103,102,103,27,7.209531,3.0,Juno,,139,2011icar..214..652d,0.752464,0.699407
104,103,126,40,16.80061,5.0,Astraea,,139,2011icar..214..652d,0.735939,0.824205
106,104,340,42,7.274471,6.0,Hebe,,139,2011icar..214..652d,0.912084,0.874405
107,105,16,15,7.138843,7.0,Iris,,139,2011icar..214..652d,0.752501,0.731553
110,106,335,-5,12.86667,8.0,Flora,,139,2011icar..214..652d,0.910328,0.898977
111,107,180,22,5.079176,9.0,Metis,,139,2011icar..214..652d,0.677687,0.654934
113,109,32,-7,4.195948,16.0,Psyche,,139,2011icar..214..652d,0.676638,0.721222
116,110,236,19,12.26603,17.0,Thetis,,139,2011icar..214..652d,0.679406,0.811682
121,114,196,3,4.1482,22.0,Kalliope,,139,2011icar..214..652d,0.615494,0.687554
128,119,94,35,12.17458,34.0,Circe,,139,2011icar..214..652d,0.817378,0.844341
129,119,275,51,12.17458,34.0,Circe,,139,2011icar..214..652d,0.80796,0.837399
130,120,323,32,5.138238,39.0,Laetitia,,139,2011icar..214..652d,0.549656,0.58571
131,121,198,-32,5.98798,41.0,Daphne,,139,2011icar..214..652d,0.710603,0.753985
135,125,251,35,5.629958,52.0,Europa,,139,2011icar..214..652d,0.764385,0.642775
136,126,156,13,7.022641,54.0,Alexandra,,139,2011icar..214..652d,0.779177,0.864822
139,127,223,18,4.804043,55.0,Pandora,,139,2011icar..214..652d,0.746899,0.83397
140,128,120,-15,9.29759,63.0,Ausonia,,139,2011icar..214..652d,0.422592,0.640681
145,130,194,-26,14.03087,80.0,Sappho,,139,2011icar..214..652d,0.622166,0.697159
149,133,72,60,6.04131,88.0,Thisbe,,139,2011icar..214..652d,0.838541,0.788916
151,134,73,54,4.843928,107.0,Camilla,,139,2011icar..214..652d,0.631152,0.764735
159,139,207,58,4.957154,129.0,Antigone,,139,2011icar..214..652d,0.777514,0.910432
160,140,64,-88,5.224664,130.0,Elektra,,139,2011icar..214..652d,0.675665,0.799671
166,144,347,47,6.24472,152.0,Atala,,139,2011icar..214..652d,0.602053,0.634554
167,145,30,-64,14.20569,158.0,Koronis,,139,2011icar..214..652d,0.597761,0.587209
171,147,107,-69,13.06133,167.0,Urda,,139,2011icar..214..652d,0.790672,0.971282
172,147,249,-68,13.06133,167.0,Urda,,139,2011icar..214..652d,0.730023,0.862594
189,157,9,-4,6.3192,276.0,Adelheid,,139,2011icar..214..652d,0.816493,0.88229
190,157,199,-20,6.3192,276.0,Adelheid,,139,2011icar..214..652d,0.853409,0.915184
197,161,79,-35,8.73875,306.0,Unitas,,139,2011icar..214..652d,0.738303,0.800844
198,161,253,-17,8.73875,306.0,Unitas,,139,2011icar..214..652d,0.709541,0.745187
215,170,3,30,9.02144,409.0,Aspasia,,139,2011icar..214..652d,0.87882,0.755727
247,191,304,-60,9.4148,747.0,Winchester,,139,2011icar..214..652d,0.859869,0.882548
253,195,223,-40,4.116391,849.0,Ara,,139,2011icar..214..652d,0.66926,0.743592
283,214,341,-14,7.16495,1263.0,Varsavia,,139,2011icar..214..652d,0.649596,0.66627
287,216,102,-8,15.70785,28.0,Bellona,,139,2011icar..214..652d,0.784447,0.809606
288,217,317,17,8.75032,64.0,Angelina,,139,2011icar..214..652d,0.724139,0.696127
289,217,138,14,8.75033,64.0,Angelina,,139,2011icar..214..652d,0.722598,0.703515
290,218,103,43,14.84547,68.0,Leto,,139,2011icar..214..652d,0.868533,0.958719
292,219,95,-65,6.874783,85.0,Io,,139,2011icar..214..652d,0.783241,0.71615
293,220,8,-13,11.38834,89.0,Julia,,139,2011icar..214..652d,0.852731,0.940317
294,221,149,33,8.70221,95.0,Arethusa,,139,2011icar..214..652d,0.693934,0.782761
295,222,174,29,7.22439,165.0,Loreley,,139,2011icar..214..652d,0.859449,0.79395
296,223,28,-72,14.4767,302.0,Clarissa,,139,2011icar..214..652d,0.441493,0.514942
297,223,190,-72,14.4767,302.0,Clarissa,,139,2011icar..214..652d,0.433398,0.506989
298,224,221,-47,8.58189,372.0,Palma,,139,2011icar..214..652d,0.809461,0.772245
299,224,44,17,8.58191,372.0,Palma,,139,2011icar..214..652d,0.818838,0.791685
300,225,223,67,7.115394,471.0,Papagena,,139,2011icar..214..652d,0.736227,0.489198
301,226,294,41,7.87754,925.0,Alphonsina,,139,2011icar..214..652d,0.570386,0.622064
4379,153,202,61,14.08574,208.0,Lacrimosa,,139,2011icar..214..652d,0.675452,0.6558
4380,153,16,60,14.08574,208.0,Lacrimosa,,139,2011icar..214..652d,0.680975,0.681101
102,101,32,-11,7.81322,2.0,Pallas,,169,2017a&a...601a.114h,0.908059,0.9486
1816,103,124,39,16.80059,5.0,Astraea,,169,2017a&a...601a.114h,0.794569,0.924311
1807,106,342,-6,12.86667,8.0,Flora,,169,2017a&a...601a.114h,0.92579,0.928382
716,107,182,19,5.079176,9.0,Metis,,169,2017a&a...601a.114h,0.698592,0.718411
1806,109,36,-10,4.195948,16.0,Psyche,,169,2017a&a...601a.114h,0.706675,0.645212
1803,111,97,69,7.443222,19.0,Fortuna,,169,2017a&a...601a.114h,0.816371,0.836461
1827,114,196,2,4.1482,22.0,Kalliope,,169,2017a&a...601a.114h,0.616446,0.664482
1792,116,324,-26,5.390119,29.0,Amphitrite,,169,2017a&a...601a.114h,0.85645,0.789496
1835,120,323,33,5.138238,39.0,Laetitia,,169,2017a&a...601a.114h,0.559808,0.652957
1793,121,200,-32,5.987981,41.0,Daphne,,169,2017a&a...601a.114h,0.687422,0.755143
1825,122,251,-10,5.761987,43.0,Ariadne,,169,2017a&a...601a.114h,0.484611,0.591338
1812,124,127,-35,5.699152,45.0,Eugenia,,169,2017a&a...601a.114h,0.642075,0.64555
463,125,259,39,5.629959,52.0,Europa,,169,2017a&a...601a.114h,0.799804,0.717985
1817,126,154,17,7.02264,54.0,Alexandra,,169,2017a&a...601a.114h,0.751268,0.826573
1832,130,196,-21,14.03086,80.0,Sappho,,169,2017a&a...601a.114h,0.532154,0.541987
719,132,72,68,5.183641,87.0,Sylvia,,169,2017a&a...601a.114h,0.598526,0.695971
1821,133,81,67,6.041321,88.0,Thisbe,,169,2017a&a...601a.114h,0.889163,0.862622
1813,134,76,55,4.843928,107.0,Camilla,,169,2017a&a...601a.114h,0.569251,0.651418
1799,142,276,53,8.4006,135.0,Hertha,,169,2017a&a...601a.114h,0.661566,0.465247
1811,166,355,55,6.189593,360.0,Carlova,,169,2017a&a...601a.114h,0.661024,0.655142
715,170,4,29,9.02145,409.0,Aspasia,,169,2017a&a...601a.114h,0.883452,0.788729
1814,176,103,11,9.404937,532.0,Herculina,,169,2017a&a...601a.114h,0.744757,0.752201
1802,195,223,-41,4.116391,849.0,Ara,,169,2017a&a...601a.114h,0.613853,0.656051
1822,219,92,-68,6.874784,85.0,Io,,169,2017a&a...601a.114h,0.811787,0.744532
1805,220,14,-24,11.388336,89.0,Julia,,169,2017a&a...601a.114h,0.768145,0.743748
1809,222,180,31,7.22439,165.0,Loreley,,169,2017a&a...601a.114h,0.887917,0.878783
1798,225,224,58,7.11539,471.0,Papagena,,169,2017a&a...601a.114h,0.827157,0.627307
1830,227,55,11,7.226189,94.0,Aurora,,169,2017a&a...601a.114h,0.799342,0.733619
1831,227,244,0,7.226189,94.0,Aurora,,169,2017a&a...601a.114h,0.801466,0.761181
1828,230,54,34,7.046671,13.0,Egeria,,169,2017a&a...601a.114h,0.724307,0.650957
1815,305,287,25,9.76503,386.0,Siegena,,169,2017a&a...601a.114h,0.893557,0.943842
1800,335,315,18,13.72205,11.0,Parthenope,,169,2017a&a...601a.114h,0.872806,0.785642
1808,601,12,21,11.57031,18.0,Melpomene,,169,2017a&a...601a.114h,0.795308,0.85809
1818,642,172,-69,7.784839,51.0,Nemausa,,169,2017a&a...601a.114h,0.836367,0.785087
1823,660,318,61,19.698,233.0,Asterope,,169,2017a&a...601a.114h,0.665957,0.801749
1824,663,251,63,13.82517,144.0,Vibilia,,169,2017a&a...601a.114h,0.816492,0.794878
1833,718,354,44,16.7809,419.0,Aurelia,,169,2017a&a...601a.114h,0.855729,1.145722
1834,718,174,36,16.7809,419.0,Aurelia,,169,2017a&a...601a.114h,0.872344,0.819818
1797,448,19,21,5.981768,93.0,Minerva,,169,2017a&a...601a.114h,0.840237,0.690234
1804,1043,123,46,24.14011,387.0,Aquitania,,169,2017a&a...601a.114h,0.773754,0.704055
1826,1044,74,20,5.385282,216.0,Kleopatra,,169,2017a&a...601a.114h,0.134482,0.467257
102,101,32,-11,7.81322,2.0,Pallas,,132,2010icar..205..460c,0.908059,0.9486
103,102,103,27,7.209531,3.0,Juno,,103,2002icar..159..369k,0.752464,0.699407
107,105,16,15,7.138843,7.0,Iris,,103,2002icar..159..369k,0.752501,0.731553
112,108,3,-67,6.082753,15.0,Eunomia,,103,2002icar..159..369k,0.669768,0.781258
113,109,32,-7,4.195948,16.0,Psyche,,103,2002icar..159..369k,0.676638,0.721222
118,112,179,39,8.09902,20.0,Massalia,,103,2002icar..159..369k,0.764604,0.55251
119,112,360,40,8.09902,20.0,Massalia,,103,2002icar..159..369k,0.755147,0.54943
121,114,196,3,4.1482,22.0,Kalliope,,103,2002icar..159..369k,0.615494,0.687554
124,116,322,-28,5.390119,29.0,Amphitrite,,103,2002icar..159..369k,0.874012,0.843874
127,118,267,58,9.44767,32.0,Pomona,,103,2002icar..159..369k,0.729212,0.799166
130,120,323,32,5.138238,39.0,Laetitia,,103,2002icar..159..369k,0.549656,0.58571
132,122,253,-15,5.76199,43.0,Ariadne,,103,2002icar..159..369k,0.548386,0.689264
134,124,124,-33,5.699152,45.0,Eugenia,,103,2002icar..159..369k,0.620515,0.586634
135,125,251,35,5.629958,52.0,Europa,,103,2002icar..159..369k,0.764385,0.642775
148,132,71,66,5.18364,87.0,Sylvia,,103,2002icar..159..369k,0.641291,0.741827
222,176,288,11,9.40495,532.0,Herculina,,103,2002icar..159..369k,0.722324,0.696603
261,200,190,-78,10.31284,1036.0,Ganymed,,103,2002icar..159..369k,0.849273,0.758946
280,213,178,12,2.57342,6053.0,,1993 BW3,103,2002icar..159..369k,0.739934,0.601121
281,213,357,-12,2.57386,6053.0,,1993 BW3,103,2002icar..159..369k,0.75688,0.567306
1864,150,139,-45,13.62523,192.0,Nausikaa,,103,2002icar..159..369k,0.721753,0.70115
786,102,105,21,7.20953,3.0,Juno,,158,2015a&a...581l...3v,0.815943,0.880943
104,103,126,40,16.80061,5.0,Astraea,,123,2009a&a...493..291a,0.735939,0.824205
116,110,236,19,12.26603,17.0,Thetis,,123,2009a&a...493..291a,0.679406,0.811682
125,117,107,23,13.68717,30.0,Urania,,123,2009a&a...493..291a,0.701604,0.749693
128,119,94,35,12.17458,34.0,Circe,,123,2009a&a...493..291a,0.817378,0.844341
129,119,275,51,12.17458,34.0,Circe,,123,2009a&a...493..291a,0.80796,0.837399
145,130,194,-26,14.03087,80.0,Sappho,,123,2009a&a...493..291a,0.622166,0.697159
146,131,164,-28,13.00079,82.0,Alkmene,,123,2009a&a...493..291a,0.712268,0.862625
147,131,349,-33,13.00079,82.0,Alkmene,,123,2009a&a...493..291a,0.71639,0.867785
161,141,326,67,5.168274,132.0,Aethra,,123,2009a&a...493..291a,0.576947,0.626171
164,143,305,-41,18.5539,146.0,Lucina,,123,2009a&a...493..291a,0.826493,0.858888
166,144,347,47,6.24472,152.0,Atala,,123,2009a&a...493..291a,0.602053,0.634554
173,148,67,-87,80.166,182.0,Elsa,,123,2009a&a...493..291a,0.519937,0.79425
174,148,222,-85,80.166,182.0,Elsa,,123,2009a&a...493..291a,0.45048,0.567573
193,159,307,31,6.49387,278.0,Paulina,,123,2009a&a...493..291a,0.621113,0.711045
194,159,118,38,6.49387,278.0,Paulina,,123,2009a&a...493..291a,0.641673,0.766474
206,166,350,55,6.189595,360.0,Carlova,,123,2009a&a...493..291a,0.690203,0.750476
216,171,291,12,5.371597,416.0,Vaticana,,123,2009a&a...493..291a,0.748407,0.857902
218,173,70,46,10.64977,484.0,Pittsburghia,,123,2009a&a...493..291a,0.498147,0.598688
220,175,81,54,7.48431,516.0,Amherstia,,123,2009a&a...493..291a,0.609231,0.75384
221,175,254,22,7.48431,516.0,Amherstia,,123,2009a&a...493..291a,0.633035,0.781942
230,181,162,27,4.578717,614.0,Pia,,123,2009a&a...493..291a,0.464984,0.65439
231,181,348,48,4.578719,614.0,Pia,,123,2009a&a...493..291a,0.427806,0.604964
233,183,24,-61,16.1729,628.0,Christine,,123,2009a&a...493..291a,0.750923,0.803057
234,183,209,-34,16.1729,628.0,Christine,,123,2009a&a...493..291a,0.762432,0.805513
242,189,42,-9,6.99838,714.0,Ulula,,123,2009a&a...493..291a,0.558279,0.732194
243,189,227,-14,6.99838,714.0,Ulula,,123,2009a&a...493..291a,0.598331,0.757388
248,192,70,50,5.81894,770.0,Bali,,123,2009a&a...493..291a,0.521044,0.745809
249,192,262,45,5.81894,770.0,Bali,,123,2009a&a...493..291a,0.52377,0.792905
253,195,223,-40,4.116391,849.0,Ara,,123,2009a&a...493..291a,0.66926,0.743592
254,196,189,61,4.469742,915.0,Cosette,,123,2009a&a...493..291a,0.538609,0.629761
255,196,350,56,4.469742,915.0,Cosette,,123,2009a&a...493..291a,0.528746,0.648867
257,198,51,64,10.30708,1012.0,Sarema,,123,2009a&a...493..291a,0.42358,0.537377
258,198,254,53,10.30707,1012.0,Sarema,,123,2009a&a...493..291a,0.468771,0.723869
263,201,280,-71,3.035378,1088.0,Mitaka,,123,2009a&a...493..291a,0.596356,0.571315
104,103,126,40,16.80061,5.0,Astraea,,149,2013icar..226.1045h,0.735939,0.824205
714,104,342,50,7.274467,6.0,Hebe,,149,2013icar..226.1045h,0.863642,0.810666
107,105,16,15,7.138843,7.0,Iris,,149,2013icar..226.1045h,0.752501,0.731553
110,106,335,-5,12.86667,8.0,Flora,,149,2013icar..226.1045h,0.910328,0.898977
716,107,182,19,5.079176,9.0,Metis,,149,2013icar..226.1045h,0.698592,0.718411
112,108,3,-67,6.082753,15.0,Eunomia,,149,2013icar..226.1045h,0.669768,0.781258
113,109,32,-7,4.195948,16.0,Psyche,,149,2013icar..226.1045h,0.676638,0.721222
117,111,98,57,7.443224,19.0,Fortuna,,149,2013icar..226.1045h,0.789062,0.85864
122,115,159,-45,12.31241,23.0,Thalia,,149,2013icar..226.1045h,0.807666,0.745391
123,115,343,-69,12.31241,23.0,Thalia,,149,2013icar..226.1045h,0.852359,0.848244
124,116,322,-28,5.390119,29.0,Amphitrite,,149,2013icar..226.1045h,0.874012,0.843874
125,117,107,23,13.68717,30.0,Urania,,149,2013icar..226.1045h,0.701604,0.749693
128,119,94,35,12.17458,34.0,Circe,,149,2013icar..226.1045h,0.817378,0.844341
129,119,275,51,12.17458,34.0,Circe,,149,2013icar..226.1045h,0.80796,0.837399
130,120,323,32,5.138238,39.0,Laetitia,,149,2013icar..226.1045h,0.549656,0.58571
131,121,198,-32,5.98798,41.0,Daphne,,149,2013icar..226.1045h,0.710603,0.753985
134,124,124,-33,5.699152,45.0,Eugenia,,149,2013icar..226.1045h,0.620515,0.586634
135,125,251,35,5.629958,52.0,Europa,,149,2013icar..226.1045h,0.764385,0.642775
136,126,156,13,7.022641,54.0,Alexandra,,149,2013icar..226.1045h,0.779177,0.864822
145,130,194,-26,14.03087,80.0,Sappho,,149,2013icar..226.1045h,0.622166,0.697159
148,132,71,66,5.18364,87.0,Sylvia,,149,2013icar..226.1045h,0.641291,0.741827
149,133,72,60,6.04131,88.0,Thisbe,,149,2013icar..226.1045h,0.838541,0.788916
151,134,73,54,4.843928,107.0,Camilla,,149,2013icar..226.1045h,0.631152,0.764735
159,139,207,58,4.957154,129.0,Antigone,,149,2013icar..226.1045h,0.777514,0.910432
160,140,64,-88,5.224664,130.0,Elektra,,149,2013icar..226.1045h,0.675665,0.799671
164,143,305,-41,18.5539,146.0,Lucina,,149,2013icar..226.1045h,0.826493,0.858888
166,144,347,47,6.24472,152.0,Atala,,149,2013icar..226.1045h,0.602053,0.634554
175,149,200,52,6.441111,184.0,Dejopeja,,149,2013icar..226.1045h,0.839929,0.879986
176,149,18,54,6.44111,184.0,Dejopeja,,149,2013icar..226.1045h,0.840195,0.864981
180,152,84,-15,3.747455,201.0,Penelope,,149,2013icar..226.1045h,0.607499,0.732431
185,155,74,27,23.9845,230.0,Athamantis,,149,2013icar..226.1045h,0.8569,0.989702
186,155,237,29,23.9845,230.0,Athamantis,,149,2013icar..226.1045h,0.862595,1.005661
187,156,100,17,5.05442,250.0,Bettina,,149,2013icar..226.1045h,0.717487,0.817372
189,157,9,-4,6.3192,276.0,Adelheid,,149,2013icar..226.1045h,0.816493,0.88229
190,157,199,-20,6.3192,276.0,Adelheid,,149,2013icar..226.1045h,0.853409,0.915184
204,164,322,18,4.701204,349.0,Dembowska,,149,2013icar..226.1045h,0.678467,0.724144
715,170,4,29,9.02145,409.0,Aspasia,,149,2013icar..226.1045h,0.883452,0.788729
217,172,351,4,4.775377,423.0,Diotima,,149,2013icar..226.1045h,0.847555,0.886478
287,216,102,-8,15.70785,28.0,Bellona,,149,2013icar..226.1045h,0.784447,0.809606
290,218,103,43,14.84547,68.0,Leto,,149,2013icar..226.1045h,0.868533,0.958719
292,219,95,-65,6.874783,85.0,Io,,149,2013icar..226.1045h,0.783241,0.71615
293,220,8,-13,11.38834,89.0,Julia,,149,2013icar..226.1045h,0.852731,0.940317
295,222,174,29,7.22439,165.0,Loreley,,149,2013icar..226.1045h,0.859449,0.79395
309,231,95,-11,15.02986,14.0,Irene,,149,2013icar..226.1045h,0.87344,0.849383
311,232,270,19,7.332527,37.0,Fides,,149,2013icar..226.1045h,0.84971,0.910638
313,233,22,31,8.908483,40.0,Harmonia,,149,2013icar..226.1045h,0.804488,0.848032
315,234,106,40,13.58364,42.0,Isis,,149,2013icar..226.1045h,0.732857,0.787327
319,236,250,17,5.65534,69.0,Hesperia,,149,2013icar..226.1045h,0.782939,0.818401
320,236,71,-2,5.65534,69.0,Hesperia,,149,2013icar..226.1045h,0.782323,0.814146
321,237,359,30,35.251,97.0,Klotho,,149,2013icar..226.1045h,0.736235,0.756546
343,248,144,54,4.277186,354.0,Eleonora,,149,2013icar..226.1045h,0.740565,0.713734
646,411,102,-55,8.09068,72.0,Feronia,,149,2013icar..226.1045h,0.737298,0.745742
714,104,342,50,7.274467,6.0,Hebe,,173,2017a&a...604a..64m,0.863642,0.810666
5925,104,342,51,7.274467,6.0,Hebe,,660,2021a&a...654a..56v,0.84253,0.781948
5928,106,334,-2,12.86667,8.0,Flora,,660,2021a&a...654a..56v,0.887938,0.844685
5927,107,181,23,5.079177,9.0,Metis,,660,2021a&a...654a..56v,0.692492,0.684745
5910,108,356,-70,6.082754,15.0,Eunomia,,660,2021a&a...654a..56v,0.658652,0.785755
5912,111,103,60,7.443224,19.0,Fortuna,,660,2021a&a...654a..56v,0.807513,0.872969
5923,114,195,3,4.1482,22.0,Kalliope,,660,2021a&a...654a..56v,0.58541,0.687805
5918,116,323,-29,5.39012,29.0,Amphitrite,,660,2021a&a...654a..56v,0.884068,0.854895
5917,117,106,19,13.68717,30.0,Urania,,660,2021a&a...654a..56v,0.689027,0.765399
5924,128,121,-27,9.29759,63.0,Ausonia,,660,2021a&a...654a..56v,0.373223,0.679528
5926,133,74,63,6.041319,88.0,Thisbe,,660,2021a&a...654a..56v,0.857928,0.841045
5921,174,300,26,5.129365,511.0,Davida,,660,2021a&a...654a..56v,0.743055,0.784362
5909,230,38,31,7.046665,13.0,Egeria,,660,2021a&a...654a..56v,0.792603,0.849871
5919,248,154,51,4.277184,354.0,Eleonora,,660,2021a&a...654a..56v,0.781127,0.80403
5908,335,312,16,13.72205,11.0,Parthenope,,660,2021a&a...654a..56v,0.935575,0.903531
5911,601,12,19,11.57031,18.0,Melpomene,,660,2021a&a...654a..56v,0.805909,0.896513
5916,609,146,73,8.37419,24.0,Themis,,660,2021a&a...654a..56v,0.862552,0.775434
5922,642,170,-66,7.78484,51.0,Nemausa,,660,2021a&a...654a..56v,0.848874,0.783273
5914,655,115,-80,10.66703,187.0,Lamberta,,660,2021a&a...654a..56v,0.763564,0.81161
5913,3413,28,-17,6.110939,173.0,Ino,,660,2021a&a...654a..56v,0.811103,0.730487
5915,3414,350,81,9.074173,1.0,Ceres,,660,2021a&a...654a..56v,0.958064,0.927784
5920,3415,337,56,5.342124,4.0,Vesta,,660,2021a&a...654a..56v,0.905199,0.821286
1854,105,20,9,7.138844,7.0,Iris,,171,2017a&a...607a.117v,0.763473,0.716427
1838,108,0,-68,6.082752,15.0,Eunomia,,171,2017a&a...607a.117v,0.661288,0.715523
1857,115,158,-46,12.31241,23.0,Thalia,,171,2017a&a...607a.117v,0.752359,0.649664
1858,115,343,-74,12.31241,23.0,Thalia,,171,2017a&a...607a.117v,0.761016,0.682904
156,137,3,15,5.550877,121.0,Hermione,,171,2017a&a...607a.117v,0.529363,0.587491
1837,143,304,-41,18.5538,146.0,Lucina,,171,2017a&a...607a.117v,0.888911,0.891162
1850,156,99,10,5.05441,250.0,Bettina,,171,2017a&a...607a.117v,0.692076,0.806773
1859,160,257,23,6.895226,283.0,Emma,,171,2017a&a...607a.117v,0.595163,0.745746
1844,174,299,24,5.129364,511.0,Davida,,171,2017a&a...607a.117v,0.743226,0.781597
1849,200,195,-79,10.31304,1036.0,Ganymed,,171,2017a&a...607a.117v,0.863514,0.752487
1839,216,98,-10,15.70785,28.0,Bellona,,171,2017a&a...607a.117v,0.85835,0.891483
1842,231,91,-15,15.02987,14.0,Irene,,171,2017a&a...607a.117v,0.938408,1.014283
1855,233,22,38,8.908485,40.0,Harmonia,,171,2017a&a...607a.117v,0.713982,0.659116
1841,234,108,44,13.58364,42.0,Isis,,171,2017a&a...607a.117v,0.744022,0.830795
1846,248,156,45,4.277185,354.0,Eleonora,,171,2017a&a...607a.117v,0.798863,0.829315
1853,411,98,-52,8.09068,72.0,Feronia,,171,2017a&a...607a.117v,0.801399,0.839588
1843,483,207,-6,6.081435,65.0,Cybele,,171,2017a&a...607a.117v,0.913199,0.833573
1840,517,178,-28,8.66034,12.0,Victoria,,171,2017a&a...607a.117v,0.662293,0.650497
1845,570,298,59,11.8901,48.0,Doris,,171,2017a&a...607a.117v,0.717626,0.75126
1847,609,139,71,8.374188,24.0,Themis,,171,2017a&a...607a.117v,0.848793,0.728278
1851,666,103,-28,18.14817,56.0,Melete,,171,2017a&a...607a.117v,0.875931,0.770937
1852,666,283,-1,18.14818,56.0,Melete,,171,2017a&a...607a.117v,0.8725,0.740856
110,106,335,-5,12.86667,8.0,Flora,,133,2009mpbu...36..133p,0.910328,0.898977
111,107,180,22,5.079176,9.0,Metis,,112,2006icar..185...39m,0.677687,0.654934
135,125,251,35,5.629958,52.0,Europa,,112,2006icar..185...39m,0.764385,0.642775
148,132,71,66,5.18364,87.0,Sylvia,,112,2006icar..185...39m,0.641291,0.741827
160,140,64,-88,5.224664,130.0,Elektra,,112,2006icar..185...39m,0.675665,0.799671
217,172,351,4,4.775377,423.0,Diotima,,112,2006icar..185...39m,0.847555,0.886478
219,174,297,26,5.129363,511.0,Davida,,112,2006icar..185...39m,0.71757,0.711095
1864,150,139,-45,13.62523,192.0,Nausikaa,,112,2006icar..185...39m,0.721753,0.70115
111,107,180,22,5.079176,9.0,Metis,,127,2009mpbu...36...98t,0.677687,0.654934
117,111,98,57,7.443224,19.0,Fortuna,,127,2009mpbu...36...98t,0.789062,0.85864
162,142,272,52,8.4006,135.0,Hertha,,127,2009mpbu...36...98t,0.717333,0.577169
112,108,3,-67,6.082753,15.0,Eunomia,,109,2005icar..175..452n,0.669768,0.781258
1806,109,36,-10,4.195948,16.0,Psyche,,176,2018a&a...619l...3v,0.706675,0.645212
282,113,52,-6,8.168271,21.0,Lutetia,,137,2010a&a...523a..94c,0.698745,0.709084
122,115,159,-45,12.31241,23.0,Thalia,,135,2010mpbu...37...21p,0.807666,0.745391
123,115,343,-69,12.31241,23.0,Thalia,,135,2010mpbu...37...21p,0.852359,0.848244
124,116,322,-28,5.390119,29.0,Amphitrite,,122,2009mpbu...36..119p,0.874012,0.843874
151,134,73,54,4.843928,107.0,Camilla,,122,2009mpbu...36..119p,0.631152,0.764735
270,206,58,-49,5.223336,1620.0,Geographos,,122,2009mpbu...36..119p,0.232527,0.488091
279,212,249,-62,5.05227,5587.0,,1990 SB,122,2009mpbu...36..119p,0.351236,0.649836
127,118,267,58,9.44767,32.0,Pomona,,126,2009p&ss...57..259d,0.729212,0.799166
133,123,101,51,6.421417,44.0,Nysa,,126,2009p&ss...57..259d,0.595337,0.747245
152,135,149,-55,10.9258,110.0,Lydia,,126,2009p&ss...57..259d,0.776712,0.662102
153,135,331,-61,10.9258,110.0,Lydia,,126,2009p&ss...57..259d,0.779146,0.675492
154,136,35,33,7.23996,115.0,Thyra,,126,2009p&ss...57..259d,0.862039,0.852786
191,158,56,-81,29.6922,277.0,Elvira,,126,2009p&ss...57..259d,0.615843,0.731017
192,158,249,-79,29.6922,277.0,Elvira,,126,2009p&ss...57..259d,0.69395,0.950328
197,161,79,-35,8.73875,306.0,Unitas,,126,2009p&ss...57..259d,0.738303,0.800844
212,169,83,61,4.113226,382.0,Dodona,,126,2009p&ss...57..259d,0.575308,0.667852
245,190,33,52,8.91862,720.0,Bohlinia,,126,2009p&ss...57..259d,0.618496,0.624145
