 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 29 426 4 3 ZTF_i 520366661515 0 2.0861 330.378 7.92894 25.3896 5.1968e-06 0.037941 0.199166 3.0538e-05 734 30. 0.064072 0.051202 19.3685 25.3896 2 2458274.8666667 426120315 -18.7182398182915 37.5564590631961 -0.554415252119784 0.969975058290139 -113.129330383148 68.0430016926995 -1.67381303144926 1.0483329656465 1.83215108899382 18.7479998207092 0.128000006079674 5.86299991607666 0.675999999046326 2458274.866667 2459295.855810 0
 30 426 4 3 ZTF_r 522192891515 0 1.6059 256.403 6.153 26.11 7.3159e-06 0.0303645 0.0990279 1.33063e-05 742 30. 0.063883 0.069142 20.5683 26.11 1 2458276.6928935 426120215 -51.9385813424746 25.1819057212412 -2.29433214836489 1.01923300771235 -34.0539028446558 50.6668685983055 -0.676640550088175 1.03714466912975 1.35058140628156 19.2550000190735 0.138999998569489 4.20599985122681 0.432000011205673 2458185.932928 2458336.694120 0
 31 426 4 3 ZTF_g 522231061515 0 1.5996 142.125 4.71898 26.1837 5.6209e-06 0.0266806 -0.0433682 1.02876e-05 741 30. 0.056444 0.049886 20.7708 26.1837 1 2458276.7310648 426120115 29.6705553421744 22.1328668910673 1.4912237230332 1.11351119016092 -12.2676524861259 44.2431129770117 -0.279145724620582 1.0323373767607 0.931662107318574 19.5220000267029 0.10700000077486 4.03200006484985 0.541999995708466 2458204.840197 2458336.672257 0
 32 426 4 3 ZTF_i 524187361515 0 1.8441 336.293 6.28876 25.4136 2.6147e-06 0.0272468 0.195055 1.5209e-05 743 30. 0.062803 0.05871 19.7809 25.4136 2 2458278.6873611 426120315 -25.0190658933934 27.669114920657 -1.00584398896789 0.930886150590435 -72.7124779042508 53.4002409987688 -1.37082154045203 1.03900229582666 1.83215108899382 18.7479998207092 0.128000006079674 5.86299991607666 0.675999999046326 2458274.866667 2459295.855810 0
 33 426 4 3 ZTF_g 525212011515 0 1.8164 142.047 4.9295 26.1819 5.7762e-06 0.0270178 -0.044665 1.04884e-05 736 30. 0.048835 0.049241 20.7565 26.1819 1 2458279.7120139 426120115 -24.2717556295496 23.2192819735657 -1.16280584575887 0.983221388680308 36.0186848303763 44.5068722671688 0.814734239857814 1.04151201747911 0.931662107318574 19.5220000267029 0.10700000077486 4.03200006484985 0.541999995708466 2458204.840197 2458336.672257 0
 34 426 4 3 ZTF_r 525232401515 0 1.545 254.347 6.11575 26.1016 5.1882e-06 0.0255838 0.100944 9.39199e-06 738 30. 0.05728 0.052004 20.4846 26.1016 1 2458279.7324074 426120215 49.8722352636841 29.0205735525286 1.91164675222349 0.99310869132333 18.5074442116545 57.3632370954094 0.324808951807484 1.0377995973753 1.35058140628156 19.2550000190735 0.138999998569489 4.20599985122681 0.432000011205673 2458185.932928 2458336.694120 0
 35 426 4 3 ZTF_i 528168211515 0 3.5784 342.406 9.79559 25.4788 5.214e-06 0.0368937 0.170228 2.88943e-05 697 30. 0.06605 0.06684 18.9563 25.4788 2 2458282.6682176 426120315 -37.3786866403402 54.642032184117 -0.76094277178534 0.93604248978437 -158.597213676364 88.8238071686342 -1.79755158132573 1.04285400601966 1.83215108899382 18.7479998207092 0.128000006079674 5.86299991607666 0.675999999046326 2458274.866667 2459295.855810 0
 36 426 4 3 ZTF_r 528214031515 0 1.5586 251.719 5.74057 26.1005 4.6906e-06 0.0241598 0.0977472 8.395e-06 729 30. 0.05464 0.050235 20.5499 26.1005 1 2458282.7140394 426120215 12.1014097578704 27.7710454483709 0.484728481347401 0.969458232377805 -1.10374127375518 55.7686906716574 -0.0199247108252855 1.03794506719069 1.35058140628156 19.2550000190735 0.138999998569489 4.20599985122681 0.432000011205673 2458185.932928 2458336.694120 0
 37 426 4 3 ZTF_g 528253291515 0 1.8565 130.413 4.82147 26.1025 6.0173e-06 0.0275473 -0.0266661 1.08981e-05 730 30. 0.054595 0.0554 20.7029 26.1025 1 2458282.7532986 426120115 -13.2042492168008 26.5981100092925 -0.552227125910778 0.919952119321012 -21.0995998532126 49.3826109823757 -0.430145479342284 1.05194702378957 0.931662107318574 19.5220000267029 0.10700000077486 4.03200006484985 0.541999995708466 2458204.840197 2458336.672257 0
 38 426 4 3 ZTF_r 531172171515 48 2.1076 14.3765 13.0246 23.1162 0.00093733 0.106583 0.0804135 0.00224715 94 30. 0.077136 0.067965 16.5032 23.1162 1 2458285.6721759 426120215 6.16333848047794 65.5172958758643 0.104644126209104 1.04897370638544 83.7836095599612 122.702672202448 0.687416952514806 1.06997720014324 1.35058140628156 19.2550000190735 0.138999998569489 4.20599985122681 0.432000011205673 2458185.932928 2458336.694120 0
 39 426 4 3 ZTF_i 532171521515 0 2.2715 342.739 9.06297 25.4409 3.1935e-06 0.029795 0.186791 1.89182e-05 737 30. 0.056101 0.052042 19.1879 25.4409 2 2458286.6715278 426120315 69.2552765525554 45.884726697269 1.67895679191757 0.998055349736004 2.74024748354586 80.5508567443138 0.034247968544446 1.05399253822865 1.83215108899382 18.7479998207092 0.128000006079674 5.86299991607666 0.675999999046326 2458274.866667 2459295.855810 0
 40 426 4 3 ZTF_r 534233331515 0 1.9354 250.253 6.8184 26.103 5.2221e-06 0.0255706 0.102385 9.35207e-06 730 30. 0.056243 0.048814 20.3167 26.103 1 2458288.7333333 426120215 -76.1791740548652 34.5209511991002 -2.45475586816679 0.999019617952196 -80.7430825995681 63.3336827569378 -1.28347015944715 1.05399271213855 1.35058140628156 19.2550000190735 0.138999998569489 4.20599985122681 0.432000011205673 2458185.932928 2458336.694120 0
 41 426 4 3 ZTF_g 540173241515 0 2.48 145.497 16.5015 26.2102 2.00686e-05 0.0402712 -0.0475812 5.07947e-05 514 30. 0.060204 0.053399 19.1659 26.2102 1 2458294.6732407 426120115 73.8577082449043 87.3933672467505 0.940095893931691 0.968538509671183 101.914462063202 148.873367786315 0.689182110638516 1.05377477135686 0.931662107318574 19.5220000267029 0.10700000077486 4.03200006484985 0.541999995708466 2458204.840197 2458336.672257 0
 42 426 4 3 ZTF_r 540250561515 0 1.616 253.315 14.4118 26.0769 9.0799e-06 0.0338836 0.0987794 1.65e-05 741 30. 0.059374 0.050919 19.5218 26.0769 1 2458294.7505671 426120215 14.4418370758372 59.1292464840402 0.271690778209274 1.01845472458394 78.3106063873819 117.206880757848 0.672639970599302 1.04171710349024 1.35058140628156 19.2550000190735 0.138999998569489 4.20599985122681 0.432000011205673 2458185.932928 2458336.694120 0
 43 426 4 3 ZTF_r 543272441515 0 2.2765 240.941 16.2522 26.0342 1.27157e-05 0.0393239 0.113304 2.31948e-05 718 30. 0.061954 0.047769 19.0895 26.0342 1 2458297.7724421 426120215 -113.414878135234 81.3006163442103 -1.55178301337827 0.910865667835421 -126.522882848696 140.733994600615 -0.9050764323548 1.06064987684792 1.35058140628156 19.2550000190735 0.138999998569489 4.20599985122681 0.432000011205673 2458185.932928 2458336.694120 0
 44 426 4 3 ZTF_r 546176501515 0 2.1637 238.856 7.48179 26.0589 4.6211e-06 0.0239941 0.0934959 8.27016e-06 727 30. 0.054262 0.048903 20.062 26.0589 1 2458300.6765046 426120215 63.1837630987413 39.0346064755435 1.80057196440625 1.00713569795202 75.54479462894 70.4035588566073 1.08025211228496 1.05140252061706 1.35058140628156 19.2550000190735 0.138999998569489 4.20599985122681 0.432000011205673 2458185.932928 2458336.694120 0
 45 426 4 3 ZTF_g 546228781515 0 1.9059 119.031 8.33917 26.0106 1.11125e-05 0.0363397 -0.0365337 2.1674e-05 691 30. 0.056339 0.051667 20.0371 26.0106 1 2458300.7287847 426120115 -42.1536681821104 36.7547611350456 -1.27578228973655 1.0661014392131 -91.4150446001027 71.4434193769909 -1.28816245061585 1.0327952772379 0.931662107318574 19.5220000267029 0.10700000077486 4.03200006484985 0.541999995708466 2458204.840197 2458336.672257 0
 46 426 4 3 ZTF_r 549174721515 0 3.3423 234.017 7.81791 26.0251 8.6922e-06 0.0324772 0.11314 1.53973e-05 706 30. 0.063979 0.050082 19.8954 26.0251 1 2458303.6747222 426120215 -9.05557430445993 44.7218722188577 -0.225242751117224 0.961204540766793 -58.816172142404 75.7582694215373 -0.781595235713406 1.06663608857236 1.35058140628156 19.2550000190735 0.138999998569489 4.20599985122681 0.432000011205673 2458185.932928 2458336.694120 0
